Name,RA,DEC,z,M500,MCXC,RedMAPPer
PSZ2 G086.93+53.18,228.4787362,52.79841679999999,0.6752,5.447551,            ,                    
PSZ2 G087.03-57.37,354.4318766,0.2682359,0.2779,7.3293,J2337.6+0016,RMJ233739.7+001616.9
PSZ2 G087.03+22.49,282.9448998000001,57.2017666,0.1094,1.795425,J1852.1+5711,                    
PSZ2 G087.25-41.86,346.3217291,13.5399921,0.0481,1.69815,            ,                    
PSZ2 G087.39+50.92,231.5690116,54.1430747,0.748,5.157697,            ,                    
PSZ2 G087.44-21.56,334.0988353,30.4251194,0.257701,4.1464,            ,RMJ221622.7+302612.9
PSZ2 G088.53+41.18,247.3886961,58.5338101,0.1329,2.561522,J1629.7+5831,                    
PSZ2 G088.83-12.99,328.9823089,37.9995795,0.292,7.831028,            ,                    
PSZ2 G088.98+55.07,224.7806173,52.8020265,0.702346,4.9154019999999985,            ,                    
PSZ2 G089.39+69.36,208.4259012,43.4834715,0.68,5.749763,            ,                    
PSZ2 G089.46-58.09,355.91724889999995,0.30207890000000004,0.27,5.183413,            ,RMJ234335.7+001951.3
PSZ2 G089.52+62.34,215.5298975,48.4768829,0.070077,1.828382,            ,RMJ142210.2+483414.7
PSZ2 G089.81-39.56,346.8005849,16.5097787,0.2502,6.062336,J2307.0+1631,RMJ230707.5+163246.1
PSZ2 G089.99-43.91,349.1767547,12.812504,0.523709,6.277305,            ,RMJ231643.0+124654.6
PSZ2 G090.04+34.09,260.837298,60.98409109999999,0.267,3.574059,            ,                    
PSZ2 G090.62+33.52,261.9435807,61.5086478,0.307,4.385515,            ,                    
PSZ2 G090.66-52.34,353.7300487,5.6659665,0.196717,4.318932,            ,RMJ233500.9+053557.0
PSZ2 G091.40-51.01,353.5027674,7.0572877000000025,0.099,2.682528,J2334.0+0704,RMJ233352.4+070453.8
PSZ2 G091.79-27.00,341.36031569999994,28.1444147,0.361735,6.312871,            ,RMJ224527.7+280900.8
PSZ2 G091.83+26.11,277.783536,62.2480938,0.8220000000000001,7.4314300000000015,            ,                    
PSZ2 G092.16-66.01,0.7878387,-6.0722084,0.232,5.957353,J0003.1-0605,RMJ000311.6-060530.1
PSZ2 G092.30-55.75,356.1757981,3.0935927000000003,0.349,5.136878,            ,RMJ234437.7+030503.6
PSZ2 G092.71+73.46,203.8013921,41.0003965,0.2279,8.126019,J1335.3+4059,RMJ133520.1+410004.1
PSZ2 G093.42-43.21,351.0862392,14.6074657,0.0428,1.819961,J2324.3+1439,RMJ232423.6+144225.6
PSZ2 G093.92+34.92,258.1845245,64.0589891,0.0809,5.382814,J1712.7+6403,                    
PSZ2 G093.93-82.22,8.850112699999997,-20.2708377,0.35200000000000004,7.006989999999999,J0035.4-2015,                    
PSZ2 G093.94-38.82,349.36557880000015,18.701044,0.0422,2.219411,J2317.1+1841,                    
PSZ2 G094.00+27.41,275.4863649,64.3488447,0.3315,6.776592,            ,                    
PSZ2 G094.44+36.13,255.289802,64.2391155,0.453,4.085831,J1701.3+6414,                    
PSZ2 G094.46-69.65,3.2029845,-8.950523599999997,0.352111,5.450527,            ,RMJ001257.7-085829.5
PSZ2 G094.56+51.03,227.0613504,57.89178270000001,0.5392,5.86725,            ,RMJ150822.0+575515.2
PSZ2 G094.61-41.24,350.989581,16.765462099999993,0.0416,1.764304,J2323.8+1648,RMJ232353.5+165248.2
PSZ2 G094.69+26.36,278.10488460000005,64.827821,0.1623,3.0726150000000003,J1832.5+6449,                    
PSZ2 G095.22+67.41,207.85258,46.3557416,0.0625,1.501908,J1351.7+4622,RMJ135141.9+462200.2
PSZ2 G095.29+44.13,238.1345929,62.0544767,0.330785,4.034956,            ,                    
PSZ2 G095.39+14.43,303.6202672,61.3891122,0.119,3.1791,            ,                    
PSZ2 G095.49+16.41,300.0388572,62.44401510000001,0.3,4.718108,            ,                    
PSZ2 G095.65-50.01,355.5089132,9.1431972,0.488066,6.000246,            ,RMJ234213.7+091404.1
PSZ2 G096.14+56.24,218.8387509,55.1413497,0.139773,2.77125,            ,RMJ143528.5+550752.3
PSZ2 G096.77-50.29,356.28448330000015,9.1809157,0.04,1.47199,J2344.9+0911,                    
PSZ2 G096.78-50.20,356.2514317,9.2677847,0.068723,2.002929,            ,                    
PSZ2 G096.83+52.49,223.2487748,58.0365774,0.3179,4.924279,J1452.9+5802,                    
PSZ2 G096.88+24.18,284.1703693,66.37790629999999,0.3,4.689639,            ,                    
PSZ2 G096.99-53.64,357.7422784,6.1543953,0.0562,1.856202,J2350.8+0609,RMJ235046.4+060842.8
PSZ2 G097.15+39.20,246.9034349,65.3963172,0.2058,2.944873,            ,                    
PSZ2 G097.52+51.70,223.8161822,58.875241,0.7,5.179367,            ,                    
PSZ2 G097.72+38.12,248.9776437,66.20231360000001,0.1709,6.585151,J1635.8+6612,                    
PSZ2 G097.78+46.95,231.0525489,62.0227094,0.3378,3.428005,            ,                    
PSZ2 G097.94+19.43,296.0803527,65.8456967,0.245,3.983875,            ,                    
PSZ2 G098.10+30.30,268.6368447,68.04061879999999,0.077,2.397326,J1754.6+6803,                    
PSZ2 G098.30-41.15,353.59724700000015,18.0002842,0.436,7.049448,            ,RMJ233424.1+175923.5
PSZ2 G098.44+56.59,216.77906940000003,55.7497044,0.131838,2.82818,            ,RMJ142724.6+554500.0
PSZ2 G098.64+23.20,287.5850393,67.710009,0.2471,3.390972,J1910.4+6741,                    
PSZ2 G098.97+24.86,283.4647054,68.37729959999999,0.0928,2.583254,J1853.9+6822,                    
PSZ2 G099.24+42.54,238.0378194,65.3405399,0.2231,2.802261,            ,                    
PSZ2 G099.30+20.92,293.8081585,67.590598,0.1706,3.921021,J1935.3+6734,                    
PSZ2 G099.38+25.19,282.7519289,68.8065043,0.35,4.244147,            ,                    
PSZ2 G099.48+55.60,217.1485398,56.8765835,0.1051,2.811942,J1428.4+5652,RMJ142838.4+565139.0
PSZ2 G099.48+37.72,248.6713702,67.6422796,0.1668,2.506282,J1634.6+6738,                    
PSZ2 G099.57-58.64,0.9450593,2.0536454,0.0924,2.2387740000000003,J0003.8+0203,RMJ000349.7+020359.3
PSZ2 G099.86+58.45,213.6782168,54.78357439999999,0.6305,6.846082000000001,            ,                    
PSZ2 G100.04+23.73,287.0822464,69.08521540000001,0.2103,3.703402,J1908.3+6903,                    
PSZ2 G100.14+41.67,239.0257278,66.3544668,0.2339,4.04427,J1556.1+6621,                    
PSZ2 G100.22-29.64,350.2543462,29.21355,0.485,7.643378,            ,RMJ232104.1+291134.5
PSZ2 G100.45-38.42,354.1311002,21.1519105,0.0565,1.844045,J2336.5+2108,RMJ233657.2+211403.4
PSZ2 G100.80+24.61,285.0767775,69.9617796,0.0877,2.240968,J1900.4+6958,                    
PSZ2 G100.96-24.07,348.3482647,34.579624200000005,0.424012,5.6981,            ,                    
PSZ2 G101.36+32.39,261.92800980000004,70.5941469,0.3059,3.312784,J1727.4+7035,                    
PSZ2 G101.52-29.98,351.5962727,29.3257713,0.227,4.8786190000000005,            ,RMJ232626.2+292152.7
PSZ2 G101.55-59.03,2.0421784,2.0303799,0.369455,5.720798,            ,RMJ000810.4+020112.3
PSZ2 G101.68-49.21,358.88488060000014,11.3377165,0.0726,2.399462,J2355.6+1120,RMJ235542.6+112035.6
PSZ2 G102.90-31.04,353.3020224,28.7677964,0.5915,6.728717,            ,                    
PSZ2 G103.40-32.99,354.50429219999995,27.081758,0.0309,1.511933,J2338.4+2700,RMJ233829.4+270153.3
PSZ2 G103.56+24.78,286.1682108,72.4524912,0.33,4.059032,            ,                    
PSZ2 G104.29+26.17,281.8843077,73.33231490000001,0.1125,1.941149,J1847.2+7320,                    
PSZ2 G104.30-48.99,0.4838144,12.0781865,0.2033,4.107262,J0001.9+1204,RMJ000158.5+120358.0
PSZ2 G104.71-54.54,2.3395052000000005,6.8292516,0.244062,4.89872,            ,RMJ000920.7+064923.1
PSZ2 G104.74+40.42,236.709588,69.944118,0.69,4.253688,            ,                    
PSZ2 G104.98-54.79,2.5583962,6.633859599999999,0.291234,4.7984800000000005,            ,RMJ001015.3+064045.0
PSZ2 G105.25-17.93,350.0594695,41.7870818,0.14,4.585247,J2320.2+4146,                    
PSZ2 G105.40-50.43,1.597768,10.892746699999998,0.1698,3.853959,J0006.3+1052,RMJ000620.3+105151.5
PSZ2 G105.55+77.21,197.7544094,39.2462888,0.07200000000000001,2.196282,J1311.1+3913,RMJ131124.0+391642.2
PSZ2 G105.76+54.73,212.5897378,59.68012020000001,0.316,4.414105,J1410.2+5942,RMJ141016.8+594254.7
PSZ2 G106.15+25.75,284.2922956000001,74.9308604,0.588,4.911154,            ,                    
PSZ2 G106.41+50.82,216.3149012,63.1859924,0.1394,2.887828,J1425.3+6311,RMJ142521.2+630921.4
PSZ2 G106.61+66.71,202.63554,49.1529377,0.3314,4.674128,            ,RMJ133029.5+490847.9
PSZ2 G106.87-83.23,10.8661755,-20.6170227,0.2924,8.12567,J0043.4-2037,                    
PSZ2 G107.10+65.32,203.1776746,50.5182926,0.2799,8.217336999999999,J1332.7+5032,RMJ133238.4+503336.0
PSZ2 G107.11-39.50,359.7704048,21.751813100000003,0.53303,6.929063,            ,                    
PSZ2 G107.39-31.48,357.6389687,29.5399212,0.1498,3.446907,J2350.5+2931,RMJ235035.1+292944.4
PSZ2 G107.66-58.32,4.8949376,3.5964757000000005,0.267,6.216138,            ,RMJ001938.7+033557.3
PSZ2 G107.67-39.78,0.3018777,21.59316530000001,0.4152,5.728785,            ,                    
PSZ2 G108.17-11.56,350.617708,48.7414367,0.336,7.738726,            ,                    
PSZ2 G108.24+58.11,207.2301211,57.3468712,0.321677,3.849495,            ,RMJ134851.6+572141.3
PSZ2 G108.27+48.66,216.7773374,65.65281139999999,0.674,4.933684,            ,                    
PSZ2 G108.71-47.75,3.0592162,14.026512900000002,0.371674,5.053808,            ,                    
PSZ2 G109.14-28.02,358.2865429,33.2800378,0.457,6.919559,            ,RMJ235309.7+331514.9
PSZ2 G109.22-44.01,2.5556376,17.755917999999994,0.173052,3.262274,            ,RMJ001003.5+174614.9
PSZ2 G109.52-19.16,355.7375812,41.91321920000001,0.3092,5.765161,            ,                    
PSZ2 G109.86+27.94,275.8330354,78.3892813,0.4,5.201621,            ,                    
PSZ2 G109.97+52.84,209.9355974,62.52795010000001,0.3259,4.814389,J1359.8+6231,RMJ135950.6+623105.5
PSZ2 G109.99-70.28,8.4865385,-7.852819,0.304487,5.622478,            ,RMJ003353.1-075210.4
PSZ2 G110.28-87.48,12.2532445,-24.6702243,0.52,7.173761,            ,                    
PSZ2 G110.98+31.73,256.1004654,78.6324689,0.0581,6.210739,J1703.8+7838,                    
PSZ2 G111.61-45.71,4.6448667000000015,16.4333791,0.5456,9.793704,J0018.5+1626,RMJ001833.6+162616.0
PSZ2 G111.75+70.37,198.2641617,46.2811644,0.183,4.342518,J1313.1+4616,RMJ131258.0+461530.3
PSZ2 G112.35-32.86,2.6883645,29.1673189,0.348114,5.499069,            ,RMJ001051.4+290940.2
PSZ2 G112.48+56.99,203.9932388,59.2209707,0.0701,2.991135,J1336.1+5912,RMJ133608.3+591223.2
PSZ2 G113.02-64.68,8.6359602,-2.1386652,0.0812,2.326696,J0034.6-0208,RMJ003505.2-020815.8
PSZ2 G113.29-29.69,2.9363477,32.4325265,0.1073,3.710075,J0011.7+3225,RMJ001145.3+322456.4
PSZ2 G113.81+44.35,213.53322290000003,71.2822934,0.225,4.627713,J1414.2+7115,                    
PSZ2 G113.91-37.01,4.9004144,25.2964982,0.371187,7.582247,J0019.6+2517,RMJ001941.3+251807.3
PSZ2 G114.14+58.96,201.30649430000003,57.58342,0.115583,2.17177,            ,RMJ132511.2+573601.6
PSZ2 G114.31+64.89,198.7658334,51.8328634,0.2836,6.7613119999999975,J1315.1+5149,RMJ131505.2+514902.8
PSZ2 G114.39-60.16,8.6221707,2.422626,0.368318,5.775038,            ,RMJ003428.2+022522.6
PSZ2 G114.39-20.98,2.2522462000000005,41.1781703,0.1537,3.812736,J0008.9+4110,                    
PSZ2 G114.79-33.71,5.145635,28.66569770000001,0.094,3.824416,J0020.6+2840,RMJ002037.2+283934.2
PSZ2 G114.81-11.80,0.375828,50.2752431,0.25,4.4314019999999985,            ,                    
PSZ2 G114.83+57.25,201.4457087,59.3304666,0.169517,3.273393,J1325.8+5919,RMJ132549.7+591949.0
PSZ2 G114.90-34.35,5.3525622,28.0504305,0.0948,2.472321,J0021.5+2803,RMJ002136.8+280301.8
PSZ2 G114.99+70.36,196.7285858,46.5257494,0.2259,5.702224,J1306.9+4633,RMJ130645.7+463330.8
PSZ2 G115.25-72.07,10.4718537,-9.3464342,0.0555,4.918354,J0041.8-0918,RMJ004143.0-092621.9
PSZ2 G115.58-44.56,7.3619532,17.9946951,0.17,4.316092,            ,                    
PSZ2 G115.65+41.66,213.3063164,74.2920474,0.2195,2.894835,            ,                    
PSZ2 G115.67-27.57,5.0172356,34.8528722,0.457297,5.312188,            ,RMJ002008.5+345118.2
PSZ2 G115.72+44.03,209.9422379,72.1211964,0.2143,3.778043,J1400.2+7207,                    
PSZ2 G116.24-72.94,10.8721714,-10.175268199999998,0.501893,5.874784,            ,RMJ004330.7-101009.1
PSZ2 G116.32-36.33,6.9293898,26.2373167,0.3668,5.309893,J0027.8+2616,RMJ002745.8+261626.4
PSZ2 G116.50-44.47,8.034519099999999,18.153636,0.395647,7.608656,            ,RMJ003208.2+180625.3
PSZ2 G116.79-09.85,2.8907719,52.5405247,0.104,3.357418,            ,                    
PSZ2 G116.95-53.55,9.2672275,9.153556300000002,0.2546,6.433114,J0037.0+0909,RMJ003706.8+090924.1
PSZ2 G117.98-55.88,10.0670963,6.8795073,0.0395,1.6684869999999998,J0040.0+0649,RMJ003956.0+065054.8
PSZ2 G118.03+31.10,238.7603531,84.163702,0.194,4.331743,            ,                    
PSZ2 G118.34+68.79,195.3483931,48.2418566,0.254879,3.774225,            ,RMJ130122.0+481545.0
PSZ2 G118.39+42.22,205.4878996,74.4514115,0.478,5.507178,            ,                    
PSZ2 G118.46+39.32,208.6942852,77.2477318,0.3967,6.004693,J1354.6+7715,                    
PSZ2 G118.58+28.57,261.2307967,85.8912428,0.17800000000000002,5.982977,J1723.7+8553,                    
PSZ2 G118.92+52.38,198.5514249,64.5642919,0.22,4.387726,J1314.4+6434,RMJ131425.0+643644.6
PSZ2 G119.30-64.68,11.3099719,-1.8576375,0.556769,6.371614,            ,RMJ004512.5-015231.7
PSZ2 G119.38+46.85,199.9846329,70.0739098,0.3275,4.107369,J1320.0+7003,                    
PSZ2 G119.92+59.12,195.7642265,57.9334257,0.1961,3.4374620000000005,J1303.0+5756,RMJ130255.3+575525.4
PSZ2 G120.08-44.41,10.7147999,18.4071274,0.2668,4.64691,            ,                    
PSZ2 G121.03+57.02,194.9266171,60.0741057,0.344,5.691854,            ,RMJ125941.5+600305.5
PSZ2 G121.13+49.64,195.886937,67.441544,0.221,3.172016,            ,RMJ130240.3+672841.0
PSZ2 G121.77+51.75,194.5722833,65.3599587,0.233215,3.982594,            ,RMJ125827.8+652131.1
PSZ2 G122.30+54.52,193.6463421,62.59631990000001,0.318225,4.528066,            ,RMJ125443.6+623347.1
PSZ2 G122.47-38.41,12.4688868,24.4526736,0.0815,2.519945,J0049.8+2426,RMJ004949.8+242702.0
PSZ2 G122.89-36.82,12.8245606,26.0509573,0.345787,5.566731,            ,RMJ005123.6+260452.3
PSZ2 G123.00-35.52,12.923097300000002,27.3460643,0.379705,6.471867,            ,RMJ005138.6+271959.9
PSZ2 G123.55-10.36,13.8632081,52.5022921,0.107,4.140384,            ,                    
PSZ2 G123.66+67.25,192.4223064,49.87176210000001,0.283797,4.382718,            ,RMJ124930.9+494902.3
PSZ2 G123.72+34.68,187.9436166,82.4100317,0.2053,3.822905,J1231.3+8225,                    
PSZ2 G124.20-36.48,14.0018036,26.3783618,0.1971,7.654182,J0055.9+2622,RMJ005600.3+262032.3
PSZ2 G125.30-27.99,15.4081133,34.8345498,0.22327600000000009,5.024782,            ,RMJ010140.9+345028.5
PSZ2 G125.37-08.67,16.981675,54.11887040000001,0.1066,5.847818,J0107.7+5408,                    
PSZ2 G125.68-64.12,14.060515400000002,-1.2819147,0.0442,3.429742,J0056.3-0112,RMJ005625.6-011544.9
PSZ2 G125.71+53.86,189.2250826,63.18429939999999,0.3019,6.551286,J1236.9+6311,RMJ123658.6+631114.1
PSZ2 G126.07-49.55,14.9524137,13.2644282,0.493849,4.4983879999999985,            ,RMJ005936.8+131020.8
PSZ2 G126.20-33.17,16.0135933,29.6172174,0.357968,5.450941,            ,RMJ010415.0+293335.1
PSZ2 G126.61-37.63,16.0783589,25.1450108,0.166147,3.836416,            ,                    
PSZ2 G126.72-72.82,13.9971435,-9.9879138,0.0535,1.502337,            ,RMJ005604.1-095521.2
PSZ2 G127.01+26.21,89.7625359,86.2399092,0.63,7.342403,            ,                    
PSZ2 G127.44-34.74,17.0569027,27.9786143,0.248664,4.8985080000000005,            ,RMJ010819.0+275802.1
PSZ2 G127.50-30.52,17.516439000000002,32.1829131,0.35280300000000003,5.288989,            ,RMJ011007.2+321048.7
PSZ2 G127.71-69.55,14.5388855,-6.7505932,0.119261,4.060239,            ,RMJ005815.8-065213.7
PSZ2 G127.86+45.05,181.7468564,71.6464721,0.1912,2.880585,J1206.9+7139,                    
PSZ2 G128.18-51.08,16.2287004,11.6444701,0.5457029999999999,6.590203,            ,RMJ010456.6+113905.5
PSZ2 G128.26+43.03,179.0066067,73.5113439,0.083,1.854666,J1156.0+7325,                    
PSZ2 G129.78+16.85,45.9270641,77.92731140000002,0.41159,6.193617,            ,                    
PSZ2 G130.13-17.02,22.6750709,45.2941544,0.2137,4.900003,            ,                    
PSZ2 G130.21-62.60,16.2029055,0.0743169,0.277,5.708627,            ,RMJ010455.4+000336.3
PSZ2 G130.25-26.50,20.9523665,35.9025498,0.21600000000000005,4.489789,            ,                    
PSZ2 G131.06+29.98,126.5884789,82.31059,0.2,4.249435,J0825.7+8218,                    
PSZ2 G132.29+44.51,171.9215869,71.0596055,0.1525,2.754616,            ,                    
PSZ2 G132.47-17.27,25.7211072,44.6391028,0.341,9.015773,J0142.9+4438,                    
PSZ2 G132.54-42.16,20.4346275,20.13982,0.193982,3.986756,            ,RMJ012141.4+200538.5
PSZ2 G133.59+50.68,176.7039762,65.0890902,0.529308,5.1586919999999985,            ,RMJ114649.1+650506.8
PSZ2 G133.60+69.04,187.2235268,47.6123468,0.254,5.877626,J1229.0+4737,RMJ122902.5+473720.6
PSZ2 G134.52+31.98,131.3692006,78.8111544,0.1288,2.47134,            ,                    
PSZ2 G134.59+53.38,177.79688430000004,62.3577551,0.3452,4.454914,            ,RMJ115049.1+621948.4
PSZ2 G134.64-11.80,30.6528479,49.4457934,0.207,5.191344,            ,                    
PSZ2 G134.70+48.91,173.3085486,66.3869394,0.116,3.404457,J1133.2+6622,RMJ113314.7+662246.3
PSZ2 G135.03+36.04,146.76800980000004,76.3875916,0.345,5.619797,J0947.2+7623,                    
PSZ2 G135.06+54.39,178.0903179,61.3190637,0.3169,5.40514,            ,                    
PSZ2 G135.17+65.43,184.8204801,50.9216783,0.543612,6.005507,            ,RMJ121912.2+505435.3
PSZ2 G135.19+57.88,180.5386939,58.05928370000001,0.1031,2.214468,J1201.9+5802,RMJ120203.8+580208.2
PSZ2 G135.70+32.52,131.9362218,77.6889118,0.26,4.201044,J0847.7+7741,                    
PSZ2 G135.76-62.03,18.836762,0.2381362,0.045,1.523346,J0115.2+0019,RMJ011515.8+001248.4
PSZ2 G136.64-25.03,28.29879660000001,36.1888175,0.0163,1.120883,J0152.7+3609,                    
PSZ2 G136.91-53.21,21.2744804,8.7376515,0.0491,1.831557,J0125.0+0841,RMJ012507.6+084157.2
PSZ2 G136.92+59.46,180.0851716,56.2523598,0.065,1.808754,J1200.3+5613,RMJ120013.9+561502.4
PSZ2 G137.74-27.08,28.7835214,33.9443234,0.0872,2.833728,J0155.1+3355,                    
PSZ2 G138.11+42.06,157.0566012,70.5885738,0.496,6.6412960000000005,            ,                    
PSZ2 G138.32-39.82,25.51566660000001,21.5330204,0.2803,5.984324,J0142.0+2131,                    
PSZ2 G138.61-10.84,36.7784939,49.086208,0.7020000000000001,9.480788,            ,                    
PSZ2 G138.97+40.56,152.3580503,71.13594590000002,0.1927,3.452167,J1009.3+7110,                    
PSZ2 G139.18+56.37,175.5928396,58.5226642,0.322,6.867678999999999,J1142.5+5832,RMJ114224.8+583205.6
PSZ2 G139.62+24.18,95.5191767,74.6809954,0.267,7.612033,            ,                    
PSZ2 G140.63+29.45,115.5205773,74.2535522,0.2149,5.024277,J0741.7+7414,                    
PSZ2 G140.90-52.52,23.8103733,8.8101215,0.53877,7.431686,            ,RMJ013516.8+084750.5
PSZ2 G141.05-32.61,30.0904732,27.8207755,0.5544720000000001,6.923885,            ,RMJ020017.0+274821.2
PSZ2 G141.77+14.19,70.2801139,68.1899535,0.83,7.663842,            ,                    
PSZ2 G142.18-53.27,24.341779100000004,7.875386,0.3652,5.989572,            ,RMJ013717.7+075451.5
PSZ2 G142.20+37.25,139.61258569999998,70.8565677,0.284,4.447463,            ,                    
PSZ2 G143.00-77.70,17.2085295,-15.516559099999998,0.0533,1.844464,J0108.8-1524,                    
PSZ2 G143.26+65.24,179.8426534,49.7741689,0.363353,7.649124,J1159.2+4947,RMJ115914.9+494748.4
PSZ2 G143.44+53.66,168.7488699,59.4512509,0.366351,5.30871,            ,RMJ111456.8+592649.3
PSZ2 G143.62+42.61,150.8432145,67.1370845,0.206,4.94657,J1003.1+6709,                    
PSZ2 G144.33+62.85,177.3061544,51.608566,0.132,2.657646,J1149.0+5135,RMJ114852.3+513308.0
PSZ2 G144.81-49.86,27.0058028,10.5845806,0.19,4.38543,            ,                    
PSZ2 G144.83+25.11,101.9623274,70.25734320000001,0.584,8.221205,J0647.8+7014,                    
PSZ2 G144.99-24.64,37.1890919,34.0270011,0.19,4.245301,            ,                    
PSZ2 G145.19+32.14,122.7691903,70.0489684,0.223,4.8700730000000005,J0811.1+7002,                    
PSZ2 G145.65+59.30,173.15140309999995,54.2102086,0.347477,4.731703,            ,RMJ113241.9+541310.4
PSZ2 G145.92-12.53,45.1748263,44.4915143,0.03,1.91212,J0300.7+4427,                    
PSZ2 G146.00-49.45,27.8849718,10.7069487,0.097,3.877101,            ,                    
PSZ2 G146.35-15.59,43.6665283,41.6040633,0.0172,1.957186,J0254.4+4134,                    
PSZ2 G146.82+40.97,144.18491630000003,65.9751947,0.259,4.489098,            ,                    
PSZ2 G147.11+21.84,94.6302382,67.40564350000001,0.1127,3.380101,J0618.6+6724,                    
PSZ2 G147.14-20.56,41.5339378,36.857099,0.0488,2.1005830000000003,J0246.0+3653,                    
PSZ2 G147.88+53.24,164.39237319999995,58.018728,0.6,6.46858,            ,RMJ105731.0+575945.8
PSZ2 G148.36+75.23,184.6185275,40.2211166,0.3038,4.752996,J1218.4+4013,RMJ121826.4+401328.8
PSZ2 G149.22+54.18,164.60393290000005,56.7926202,0.1369,5.865067,J1058.4+5647,RMJ105823.7+564742.0
PSZ2 G149.39-36.84,35.37529650000001,21.3546368,0.17,5.4168699999999985,            ,                    
PSZ2 G149.63-84.19,15.6691147,-21.912087600000003,0.0569,3.017628,J0102.7-2152,                    
PSZ2 G149.75+34.68,127.7147488,65.86229,0.1818,8.859059,J0830.9+6551,                    
PSZ2 G150.24+48.72,155.85135280000003,59.80846120000001,0.2055,3.559362,J1023.3+5948,RMJ102320.8+594839.7
PSZ2 G150.56+46.67,152.1830033,60.7777985,0.398297,5.213355,            ,RMJ100838.3+604644.2
PSZ2 G150.56+58.32,168.79523989999996,53.3275392,0.47,7.552688000000002,            ,RMJ111514.8+531954.6
PSZ2 G150.90-39.05,35.4972334,18.8491828,0.2249,5.001371,            ,                    
PSZ2 G151.19+48.27,154.4084204,59.55098620000001,0.289487,5.080495,J1017.5+5934,RMJ101734.3+593339.8
PSZ2 G151.62+54.78,163.71276730000002,55.36095770000001,0.486423,5.36529,            ,RMJ105452.0+552112.6
PSZ2 G151.86-75.04,20.2488992,-13.8593408,0.0519,1.6715490000000002,J0120.9-1351,                    
PSZ2 G151.90+11.63,78.8513516,58.7099266,0.1203,3.862952,J0515.3+5845,                    
PSZ2 G152.33+81.28,187.6698694,34.628967700000004,0.3331,5.358087,J1230.7+3439,RMJ123030.5+343801.4
PSZ2 G152.70+25.46,106.096311,63.3172952,0.098,2.945928,J0704.4+6318,                    
PSZ2 G153.00-58.26,28.14512,0.9903359,0.227,5.0446300000000015,J0152.7+0100,RMJ015242.0+010025.5
PSZ2 G153.29+36.56,130.6775589,62.6758305,0.65,6.31553,            ,                    
PSZ2 G153.57+36.26,129.9421844,62.5147788,0.132,3.373701,            ,                    
PSZ2 G154.13+40.19,137.80757649999998,61.1323961,0.289825,5.468107,            ,RMJ091105.6+610747.4
PSZ2 G155.10-49.97,33.0806075,7.7805326,0.459,6.5703369999999985,            ,                    
PSZ2 G155.27-68.42,24.3337522,-8.4815283,0.5660000000000001,8.934781,            ,RMJ013725.0-082722.7
PSZ2 G155.46-60.15,28.3866404,-1.2659784,0.2438,4.261919,J0153.5-0118,RMJ015334.3-011808.7
PSZ2 G155.80+70.40,178.4833022,42.8599617,0.333145,4.419779,            ,RMJ115353.2+425213.2
PSZ2 G155.95-72.13,22.6949779,-11.8314252,0.62,6.4689809999999985,            ,                    
PSZ2 G156.26+59.64,167.1023604,50.2811122,0.587747,6.767759,            ,RMJ110830.0+501602.9
PSZ2 G157.32-26.77,47.2494391,26.7586021,0.35600000000000004,10.755582,J0308.9+2645,                    
PSZ2 G157.43+30.34,117.2381631,59.6949221,0.45,8.122155000000001,            ,                    
PSZ2 G157.63+78.02,184.3871544,36.7167322,0.377025,5.557393,            ,RMJ121731.2+364111.3
PSZ2 G157.82+21.28,100.1216591,57.7474951,0.43,7.0091470000000005,            ,                    
PSZ2 G158.35-47.49,36.2106231,8.8498959,0.305,5.659596,            ,                    
PSZ2 G159.86+42.57,139.8791204,56.3460071,0.269608,4.612375,            ,RMJ091944.3+562201.4
PSZ2 G159.91-73.50,22.980877300000003,-13.6139947,0.206,8.464249,J0131.8-1336,                    
PSZ2 G160.83+81.66,186.7250132,33.5703267,0.888,5.700541,J1226.9+3332,                    
PSZ2 G161.39+26.27,110.4010747,55.7629569,0.0381,2.134152,J0721.3+5547,                    
PSZ2 G161.94-48.17,37.8754558,6.9716213000000025,0.2203,6.5359120000000015,            ,                    
PSZ2 G162.33+25.03,108.5623312,54.6900499,0.1043,2.852628,J0714.3+5441,                    
PSZ2 G162.49-71.98,24.5099651,-12.797438,0.2108,4.643719,J0137.9-1248,                    
PSZ2 G163.61+34.30,124.7098793,54.5333069,0.595861,5.759564,            ,RMJ081857.0+543153.8
PSZ2 G163.69+53.52,155.5974894,50.1197468,0.158,4.733641,J1022.5+5006,RMJ102228.4+500620.2
PSZ2 G163.87+48.54,148.2005391,51.8882756,0.214,3.621027,J0952.7+5153,RMJ095249.2+515305.4
PSZ2 G164.18-38.88,44.727819200000006,13.5662275,0.0739,6.745817,J0258.9+1334,                    
PSZ2 G164.29+08.94,85.84880759999999,46.953385,0.2505,6.1868349999999985,            ,                    
PSZ2 G164.31-39.46,44.4519682,13.0469689,0.0722,5.2393230000000015,J0257.8+1302,                    
PSZ2 G164.65+46.37,144.5898109,52.0335515,0.342,6.009507,            ,RMJ093819.7+520304.5
PSZ2 G165.06+54.13,155.94039030000005,49.1327314,0.14400000000000002,4.94346,J1023.6+4907,RMJ102339.9+490838.4
PSZ2 G165.12+14.05,93.1423246,48.6259389,0.067,2.367529,J0612.6+4836,                    
