Name,RA,DEC,z,M500,MCXC,RedMAPPer
PSZ2 G019.48-80.97,2.8223237,-28.8688278,0.062,2.606369,J0011.3-2851,                    
PSZ2 G020.08+37.47,244.06748030000003,6.913715,0.332806,5.477802,            ,RMJ161610.2+065504.4
PSZ2 G020.66+37.99,243.8319244,7.5709252,0.345133,5.652531,            ,RMJ161505.4+073455.4
PSZ2 G021.08+38.00,243.9821976,7.859833999999997,0.3815,6.1657720000000005,            ,RMJ161556.0+074819.1
PSZ2 G021.10+33.24,248.1988722,5.5921886,0.1514,7.788314999999999,J1632.7+0534,                    
PSZ2 G021.36-43.02,319.8962353,-26.2017251,0.38,5.8108,            ,                    
PSZ2 G022.12-38.81,315.55111380000005,-24.572872600000004,0.188,3.731324,J2102.1-2431,                    
PSZ2 G022.98+19.49,261.0687148,0.4154682,0.4044,6.790033,            ,                    
PSZ2 G023.17+86.71,196.4731079,26.5261837,0.3063,5.03305,J1306.0+2630,RMJ130558.9+263048.4
PSZ2 G023.40-15.26,292.4921503,-15.193525400000002,0.0829,2.369741,J1930.0-1509,                    
PSZ2 G024.44+22.76,258.83517140000004,3.1718234,0.1647,4.5058440000000015,J1715.2+0309,                    
PSZ2 G025.13-75.88,356.9603376,-28.1425857,0.03,1.480293,J2347.7-2808,                    
PSZ2 G026.73-38.94,316.8428413000001,-21.1840067,0.202,5.409047,            ,                    
PSZ2 G028.05+25.43,257.9791287,7.322971099999997,0.284,6.629103999999999,            ,                    
PSZ2 G028.08+10.79,271.0559615,0.6584937,0.0882,3.2859870000000004,J1804.1+0042,                    
PSZ2 G028.63+50.15,235.03317290000004,17.8986616,0.0916,3.249135,J1540.1+1752,RMJ154018.0+175304.2
PSZ2 G028.77-33.56,312.0614471,-17.808966100000006,0.1475,4.514435,J2048.1-1750,                    
PSZ2 G028.89+60.13,225.0904835,21.3594324,0.153,4.542624,J1500.3+2121,RMJ150019.5+212209.9
PSZ2 G029.06+44.55,240.58675330000003,16.091271799999998,0.0353,3.527035,J1602.3+1601,                    
PSZ2 G030.90+34.37,250.8441049,13.3853348,0.1819,3.713527,            ,RMJ164325.4+132235.9
PSZ2 G031.93+78.71,205.4709303,26.368440600000003,0.0724,2.718318,J1341.8+2622,RMJ134149.1+262224.5
PSZ2 G033.46-48.43,328.0814429,-19.6129192,0.0943,4.076925,J2152.4-1933,                    
PSZ2 G033.81+77.18,207.2220525,26.5945953,0.0622,4.4652129999999985,J1348.8+2635,RMJ134853.3+263613.4
PSZ2 G033.97-76.61,357.9273591,-26.0953029,0.2264,7.557539,J2351.6-2605,                    
PSZ2 G034.38+51.57,234.8593032,21.7896687,0.0411,1.928021,J1539.6+2147,RMJ153956.8+214927.2
PSZ2 G034.78+31.71,254.6902504,15.3198423,0.48,6.2641019999999985,            ,                    
PSZ2 G036.73+14.93,271.1293648,10.055297,0.1525,5.288359,J1804.4+1002,                    
PSZ2 G037.05-70.55,351.5252236,-24.12065410000001,0.08800000000000001,2.216287,J2326.2-2406,                    
PSZ2 G037.48+71.52,213.6348242,27.055502,0.480965,7.058753,            ,RMJ141438.9+270311.1
PSZ2 G037.69-46.87,327.6175442,-16.3991623,0.263,5.1732,            ,                    
PSZ2 G038.68+24.50,262.9725511,15.6778473,0.0836,2.475157,            ,                    
PSZ2 G038.95-46.90,327.9887435,-15.613352,0.0614,1.956114,J2151.8-1543,                    
PSZ2 G039.21-75.96,357.46531919999984,-24.7552547,0.243501,3.89673,            ,                    
PSZ2 G039.32-59.88,340.7698037,-20.1640435,0.1359,3.19194,J2243.0-2009,                    
PSZ2 G039.34+73.28,211.693221,27.7299404,0.566447,5.691223,            ,RMJ140649.4+274556.8
PSZ2 G039.85-39.96,321.7514441,-12.1616651,0.17600000000000002,5.91514,J2127.1-1209,                    
PSZ2 G039.98-53.12,334.2369494,-17.4076141,0.1301,3.476531,J2216.9-1725,                    
PSZ2 G040.03+74.95,209.8162599,27.965074,0.0612,2.570666,J1359.2+2758,RMJ135915.1+275834.5
PSZ2 G040.28+37.36,250.79793480000004,21.5437922,0.1535,3.169573,J1643.3+2131,RMJ164319.2+213121.4
PSZ2 G040.58+77.12,207.3621979,28.0946094,0.0748,2.626682,J1349.3+2806,RMJ134931.6+280001.6
PSZ2 G041.43-66.81,348.1084422,-21.5507349,0.1108,2.709744,J2312.3-2130,                    
PSZ2 G041.45+29.10,259.4664801,19.6925477,0.17800000000000002,5.587061,J1717.8+1940,                    
PSZ2 G041.69+21.68,266.8049624,17.130921700000002,0.479,5.8289839999999975,            ,                    
PSZ2 G042.19+63.00,223.3831236,28.1217469,0.256841,4.272891,            ,RMJ145332.1+280358.0
PSZ2 G042.32+17.48,271.06985330000003,15.997300199999998,0.458,7.0290550000000005,            ,                    
PSZ2 G042.53+35.20,253.6242588,22.5908722,0.1811,3.430715,            ,                    
PSZ2 G042.81+56.61,230.6170706,27.69472,0.0723,4.0811199999999985,J1522.4+2742,RMJ152224.0+274251.7
PSZ2 G042.81-82.97,5.1724744000000005,-25.7138057,0.141,4.259752,J0020.7-2542,                    
PSZ2 G044.07-59.30,341.1382436,-17.716886,0.1325,3.033627,J2244.5-1744,                    
PSZ2 G044.20+48.66,239.600471,27.2122534,0.0894,8.771307,J1558.3+2713,RMJ155820.0+271400.3
PSZ2 G044.46-65.42,347.17389160000016,-19.918404100000004,0.0829,2.56931,            ,                    
PSZ2 G044.58-20.46,306.2812057,0.5188419,0.2746,5.65164,            ,                    
PSZ2 G044.77-51.30,333.7654656,-13.9876674,0.5027,8.359282,J2214.9-1400,                    
PSZ2 G045.04+30.38,259.3115246,23.0598388,0.1603,3.238837,            ,                    
PSZ2 G045.10-43.18,326.4720468999999,-10.0924216,0.0808,2.80474,J2145.9-1006,                    
PSZ2 G045.13+67.78,217.995839,29.5566539,0.2191,4.825367,            ,RMJ143201.0+293253.3
PSZ2 G045.32-38.46,322.3544372,-7.7089217,0.594,7.6505100000000015,J2129.4-0741,RMJ212926.1-074127.9
PSZ2 G045.50-37.21,321.3199099,-6.9781362000000025,0.1153,2.807489,J2125.2-0657,RMJ212510.4-065748.8
PSZ2 G045.51+16.26,273.53487110000003,18.2928421,0.24,4.112292,            ,                    
PSZ2 G045.87+57.70,229.58737230000003,29.469574800000004,0.611,7.029533,            ,RMJ151820.6+292740.2
PSZ2 G046.10+27.18,262.9273037,22.8751267,0.389,8.269269,J1731.6+2251,                    
PSZ2 G046.13+30.72,259.2810682,24.0645679,0.569,6.39454,            ,RMJ171705.5+240423.6
PSZ2 G046.26-70.47,352.44707,-21.169897,0.1431,3.017671,            ,                    
PSZ2 G046.47-49.44,332.5693139,-12.1777218,0.0846,4.38968,J2210.3-1210,                    
PSZ2 G046.88+56.48,231.0468928,29.9128747,0.1145,5.30745,J1524.1+2955,RMJ152407.4+295320.3
PSZ2 G047.48+37.37,252.5786973,27.0351194,0.24,4.194511,            ,                    
PSZ2 G047.71-59.47,342.1205959,-16.1084427,0.2472,4.610344,J2248.5-1606,                    
PSZ2 G047.73-60.15,342.75836539999995,-16.4001504,0.1221,3.364438,J2251.0-1624,                    
PSZ2 G048.08-46.63,330.5730593,-9.8894681,0.0809,2.110695,J2202.0-0949,                    
PSZ2 G048.09+27.18,263.5648682,24.5443469,0.7360800000000001,6.134852,            ,                    
PSZ2 G048.10+57.16,230.3160862,30.6278283,0.0777,3.589891,J1521.2+3038,RMJ152120.6+304015.4
PSZ2 G048.21-65.00,347.43972510000015,-18.3100163,0.42,5.59969,            ,                    
PSZ2 G048.24-51.59,335.0523387,-12.1975324,0.544,7.330888000000002,            ,                    
PSZ2 G048.75+53.18,234.96694,30.6959593,0.098,2.5281860000000003,J1539.8+3043,RMJ153950.8+304304.0
PSZ2 G048.91-25.55,312.6791239,1.3960003,0.3334,5.441668,J2050.7+0123,                    
PSZ2 G049.09+25.23,265.9154753,24.7403204,0.141,3.682184,            ,                    
PSZ2 G049.18+65.05,221.11935840000004,31.233363,0.234,4.729747,J1444.3+3114,RMJ144431.8+311336.0
PSZ2 G049.22+30.87,260.0217248,26.6315826,0.1644,5.904146,J1720.1+2637,RMJ172003.3+263839.8
PSZ2 G049.32+44.37,245.1403524,29.894136600000003,0.0972,3.671208,J1620.5+2953,RMJ162031.1+295327.7
PSZ2 G049.69-49.46,333.6176062,-10.3524379,0.098,3.631749,J2214.5-1022,                    
PSZ2 G049.80-25.16,312.7712805,2.2844662,0.3211,6.392646,J2051.1+0216,                    
PSZ2 G050.06-27.32,314.7312174,1.3563281,0.334,6.5977960000000015,            ,                    
PSZ2 G050.40+31.17,260.03231830000004,27.688184600000003,0.16399999999999998,4.331068,J1720.1+2740,RMJ172009.6+274008.1
PSZ2 G050.46+67.54,218.1680322,31.5878716,0.1313,2.923395,J1432.4+3137,RMJ143242.6+313407.1
PSZ2 G052.35-31.98,319.7375192,0.5438782,0.264975,4.588255,            ,RMJ211849.1+003337.2
PSZ2 G053.44-36.25,323.7991587,-1.0448464,0.33,7.453945,            ,RMJ213512.2-010255.8
PSZ2 G053.53+59.52,227.5546126,33.4914783,0.113,5.850329,J1510.1+3330,RMJ151011.7+332911.3
PSZ2 G053.55-29.85,318.5153992,2.5707132,0.0494,1.7961740000000002,J2113.8+0233,RMJ211356.0+023348.1
PSZ2 G053.63-41.84,328.5449167,-4.0019404000000005,0.1509,3.257652,J2154.2-0400,RMJ215413.1-035953.2
PSZ2 G053.64-34.48,322.410144,0.07330360000000001,0.2347,4.338451999999998,J2129.6+0005,RMJ212940.0+000521.2
PSZ2 G053.88-64.60,348.2366745,-15.9875186,0.262,4.972126,            ,                    
PSZ2 G053.99-45.06,331.3918513000001,-5.5580595,0.0582,1.783753,J2205.6-0535,RMJ220535.5-053209.7
PSZ2 G054.85+54.30,233.8283054,34.3446164,0.2347,4.385536,            ,RMJ153519.5+342128.7
PSZ2 G054.95-33.39,322.11802830000005,1.5874349,0.392,7.323019,            ,RMJ212826.3+013603.1
PSZ2 G054.99+53.41,234.90178430000003,34.4313456,0.229,5.7279589999999985,J1539.7+3424,RMJ153940.5+342527.3
PSZ2 G055.59+31.85,260.6149937,32.135407300000004,0.224,7.7785199999999985,J1722.4+3208,RMJ172227.2+320757.2
PSZ2 G055.80+32.90,259.462356,32.5608433,0.1054,2.578606,J1717.8+3235,RMJ171755.7+323437.6
PSZ2 G055.95-34.89,323.82599839999995,1.4104545,0.231,6.7316949999999975,J2135.2+0125,RMJ213518.8+012527.0
PSZ2 G056.14+28.06,265.0747664,31.603019300000003,0.426,5.529974,            ,                    
PSZ2 G056.62+88.42,194.4922607,27.7527904,0.045041000000000005,3.295758,            ,                    
PSZ2 G056.77+36.32,255.6663094,34.0510722,0.0953,4.379626,J1702.7+3403,RMJ170245.5+340340.1
PSZ2 G056.79-11.60,304.7410482,15.1262015,0.122,4.006226,            ,                    
PSZ2 G056.93-55.08,340.83409710000006,-9.595095,0.447,9.992374,J2243.3-0935,RMJ224319.8-093530.9
PSZ2 G057.08-74.45,357.7825965,-19.9825014,0.248,4.707928,            ,                    
PSZ2 G057.25-45.34,332.9307646000001,-3.8292289,0.397,10.503954,J2211.7-0349,RMJ221145.9-034944.5
PSZ2 G057.61+34.93,257.4671655,34.4612867,0.0802,3.731657,J1709.8+3426,RMJ170948.6+342728.3
PSZ2 G057.73+51.58,237.141313,36.1033597,0.2382,5.586019,            ,RMJ154833.7+360535.7
PSZ2 G057.78+52.32,236.2148559,36.12190560000001,0.0654,2.379446,J1545.0+3603,RMJ154459.0+360634.0
PSZ2 G057.80+88.00,194.9117967,27.953679,0.0231,7.165297,J1259.7+2756,                    
PSZ2 G057.92+27.64,266.0678139,32.9986431,0.0757,2.683969,J1744.2+3259,                    
PSZ2 G058.29+18.55,276.3360462,30.4319956,0.065,3.882002,J1825.3+3026,                    
PSZ2 G058.81-49.68,337.0708369,-5.5274217000000005,0.52,6.714546,            ,                    
PSZ2 G059.18+32.91,260.202874,35.3248063,0.383,5.213302,            ,                    
PSZ2 G059.29+44.49,245.9901492,36.9729025,0.342746,5.758566,            ,RMJ162356.7+370019.0
PSZ2 G059.47+33.06,260.0785949,35.6001976,0.387,6.087978,J1720.2+3536,                    
PSZ2 G059.72-46.21,334.648408,-2.9574109,0.0902,2.2257830000000003,J2218.8-0258,RMJ221848.0-025824.9
PSZ2 G059.81-39.09,329.0382714,1.4209954,0.224,4.991002,            ,RMJ215608.6+012327.4
PSZ2 G060.00-18.68,312.587397,13.7468719,0.221,4.584714,            ,                    
PSZ2 G060.10+15.59,280.2784059,30.93224660000001,0.19,4.666568,            ,                    
PSZ2 G060.13+11.44,284.6834151,29.2856732,0.224,5.528235,            ,                    
PSZ2 G060.16+64.50,221.07374930000003,35.9376364,0.360746,4.999158,            ,RMJ144415.9+355713.1
PSZ2 G060.55+27.00,267.5744571,35.0760545,0.1712,3.480424,J1750.2+3504,                    
PSZ2 G061.47-14.69,310.04518039999994,17.2001385,0.16899999999999998,3.768758,J2040.1+1712,                    
PSZ2 G061.75+88.11,194.727,28.0230805,0.043605,3.402263,            ,                    
PSZ2 G062.44-46.43,335.9856665,-1.616912,0.0906,3.4668400000000004,J2223.8-0138,RMJ222356.9-013459.7
PSZ2 G062.46-21.35,316.2128914,14.0347058,0.1615,4.334959,J2104.9+1401,                    
PSZ2 G062.94+43.69,247.1564639,39.560224,0.0299,2.872406,J1628.6+3932,RMJ162838.2+393304.5
PSZ2 G063.38+53.44,234.5072691,39.4147313,0.422033,6.2395830000000005,            ,RMJ153754.2+392444.8
PSZ2 G063.80+11.42,286.4733475,32.5458878,0.426,6.2084449999999975,            ,                    
PSZ2 G063.91-16.75,313.2397641,17.8935643,0.393,5.610311,            ,                    
PSZ2 G064.11-53.72,342.2957577,-5.4467455000000005,0.245236,4.475352,            ,RMJ224906.4-052710.7
PSZ2 G065.28+44.53,246.0750676,41.2470229,0.1825,3.896934,J1624.2+4114,RMJ162414.0+411437.6
PSZ2 G065.32-64.84,351.3188653,-12.1252103,0.0852,2.483537,J2325.3-1207,                    
PSZ2 G065.45+78.10,204.8179927,33.0101594,0.273,4.06576,            ,                    
PSZ2 G065.79+41.80,249.7167852,41.59904570000001,0.336,5.225,            ,RMJ163851.8+413737.1
PSZ2 G065.81-83.77,7.150380900000001,-23.6318667,0.112,2.8318220000000003,J0028.6-2338,                    
PSZ2 G065.89+31.59,263.2231425,40.6418519,0.1329,2.736139,            ,                    
PSZ2 G066.01-23.30,319.8934301999999,15.411181400000002,0.248,4.345807,            ,                    
PSZ2 G066.19+12.86,286.0669988,35.269661,0.2462,4.436603,            ,                    
PSZ2 G066.26+20.82,276.851052,38.2586811,0.278,4.134477,            ,                    
PSZ2 G066.41+27.03,269.20189589999995,40.1327287,0.5760000000000001,7.698463,            ,                    
PSZ2 G066.68+68.44,215.4320268,37.2821195,0.163008,3.788265,J1421.6+3717,RMJ142140.1+371728.7
PSZ2 G067.17+67.46,216.5032141,37.8159672,0.1712,7.235889999999999,J1426.0+3749,RMJ142556.7+374859.2
PSZ2 G067.36+10.74,289.00954289999993,35.4125686,0.209,6.225169,J1916.1+3525,                    
PSZ2 G067.52+34.75,259.3134121,42.4617716,0.1754,4.537866,J1717.3+4226,RMJ171706.8+422517.3
PSZ2 G067.89-32.29,328.0099381,10.8046178,0.19448,3.842075,            ,                    
PSZ2 G068.22+15.18,284.3945165,38.0049769,0.0567,2.174992,J1857.6+3800,                    
PSZ2 G068.36+81.81,200.6945938,31.656538399999995,0.3083,6.600488,J1322.8+3138,RMJ132248.8+313917.8
PSZ2 G068.49-39.12,333.4279667,6.533125,0.390731,5.383282,            ,RMJ221345.3+063210.5
PSZ2 G068.61-46.60,338.9268353,1.4494357,0.0594,1.929044,J2235.6+0128,RMJ223540.8+012905.6
PSZ2 G069.66-79.26,3.6923231,-20.4148749,0.317,5.917576,            ,                    
PSZ2 G069.92-18.90,318.8034815,21.0308945,0.308,5.5624410000000015,            ,                    
PSZ2 G070.08-31.79,328.9193863,12.5150368,0.192,4.956601999999998,J2155.6+1232,                    
PSZ2 G070.89+49.26,239.1790898,44.6532638,0.61,6.460897,            ,RMJ155651.7+443748.4
PSZ2 G071.21+28.86,268.0130179,44.6695239,0.366,6.74745,            ,                    
PSZ2 G071.39+59.54,225.3359378,42.346430100000006,0.2917,5.8693589999999976,J1501.3+4220,                    
PSZ2 G071.63+29.78,266.825672,45.1898781,0.1565,4.1303550000000016,J1747.2+4512,                    
PSZ2 G072.40-78.45,3.4305392999999995,-19.4861857,0.094,2.756623,J0013.6-1930,                    
PSZ2 G072.59-43.25,338.5627879,5.8108172,0.159,4.287392,            ,RMJ223423.6+055017.8
PSZ2 G072.62+41.46,250.0941403,46.7102778,0.228,11.691892,J1640.3+4642,RMJ164019.8+464241.5
PSZ2 G072.79-18.73,320.5962522,23.1866964,0.14300000000000002,6.169773,            ,                    
PSZ2 G072.80-41.12,337.1937321000001,7.4599503,0.372969,5.161725,            ,RMJ222850.0+072735.1
PSZ2 G073.31+67.52,215.1737162,39.9244819,0.609,6.744055,            ,RMJ142040.4+395510.4
PSZ2 G073.38-80.01,4.7635198,-20.420162,0.2773,5.607659,J0019.0-2026,                    
PSZ2 G073.64+36.50,257.3828937,47.5474882,0.56,6.050735,            ,                    
PSZ2 G073.82-54.92,347.0908837,-2.1956241000000003,0.2966,5.520188,J2308.3-0211,RMJ230822.2-021131.8
PSZ2 G073.97-27.82,328.423334,17.6985826,0.2329,9.799098,J2153.5+1741,RMJ215336.8+174143.7
PSZ2 G074.08-54.68,347.0460125,-1.9213273,0.3047,5.3968089999999975,            ,RMJ230800.7-015543.3
PSZ2 G074.37+71.11,210.9113603,38.4696992,0.484519,5.752661,            ,RMJ140344.1+382703.9
PSZ2 G074.75-24.59,326.53730319999994,20.4777775,0.25,5.0252050000000015,            ,                    
PSZ2 G075.11-58.83,350.234423,-4.6444394,0.189212,3.343928,            ,RMJ232054.2-043402.4
PSZ2 G075.30+37.21,256.3470249,48.8896501,0.2691,4.502697,            ,                    
PSZ2 G075.71+13.51,290.2898593999999,43.9748641,0.0557,8.735104,J1921.1+4357,                    
PSZ2 G076.18-47.30,343.15832400000005,4.4977045,0.6659999999999999,6.3333309999999985,            ,                    
PSZ2 G076.44+23.53,277.0514081,48.06005,0.16899999999999998,3.133843,            ,                    
PSZ2 G077.20-65.45,355.3343967,-9.0186163,0.251,4.110028,J2341.2-0901,RMJ234117.0-090111.8
PSZ2 G077.70+26.70,272.74623110000005,49.8938959,0.0501,1.317545,J1811.0+4954,                    
PSZ2 G077.90-26.63,330.2280528,20.9700775,0.147,5.061577,J2200.8+2058,RMJ220052.6+205809.3
PSZ2 G078.36-47.22,344.2550322,5.5028597,0.1696,3.700373,J2256.9+0532,RMJ225706.2+053349.5
PSZ2 G078.67+20.06,282.9790086,49.0439774,0.45,5.1961900000000005,            ,                    
PSZ2 G079.35+28.35,270.5783113,51.62255560000001,0.204,3.774629,            ,                    
PSZ2 G079.88+14.97,290.7956220000001,48.2555459,0.0998,2.321968,            ,                    
PSZ2 G080.16+57.65,225.236938,47.2874213,0.0878,2.512724,            ,RMJ150112.1+471623.7
PSZ2 G080.37+14.64,291.546756,48.556233,0.098,3.096608,J1926.1+4832,                    
PSZ2 G080.41-33.24,336.53959060000005,17.376656699999998,0.1072,3.7740480000000014,J2226.0+1722,RMJ222607.9+172123.4
PSZ2 G080.55-24.82,330.8549564,23.9104993,0.266227,4.279973,            ,RMJ220325.8+235418.7
PSZ2 G080.64+64.31,216.8313079,44.1308096,0.50208,5.225707,            ,RMJ142716.1+440730.6
PSZ2 G080.65-46.81,345.2398542,6.7826572,0.042,1.955792,            ,RMJ230059.6+064457.5
PSZ2 G080.70+48.31,238.2988349,51.1483379,0.2354,3.1982150000000003,J1553.3+5107,RMJ155318.9+510724.9
PSZ2 G081.00-50.93,347.8982495,3.628692,0.2998,7.483999000000002,J2311.5+0338,RMJ231149.1+033940.8
PSZ2 G081.02+50.57,234.8082134,50.6137416,0.500574,4.6912080000000005,            ,RMJ153906.4+503644.9
PSZ2 G081.22-41.95,342.6026829,10.9139608,0.0768,2.237844,J2250.3+1054,RMJ225019.7+105412.6
PSZ2 G081.31-68.56,358.5691111,-10.4452462,0.0765,2.761984,J2354.2-1024,RMJ235413.7-102508.5
PSZ2 G081.56+26.51,274.0961684,53.2488828,0.2764,4.014786,J1816.4+5314,                    
PSZ2 G081.72+70.15,210.0994761,41.012857,0.250479,4.160481,            ,RMJ140026.7+410140.5
PSZ2 G082.31-67.00,357.9402497,-8.9667379,0.3939,5.901285,            ,RMJ235138.8-085903.5
PSZ2 G082.88-75.10,2.9822997000000004,-15.398679500000002,0.378,5.0624080000000005,J0011.7-1523,                    
PSZ2 G083.14+66.57,213.4445161,43.65226420000001,0.08900000000000001,2.074912,J1413.7+4339,RMJ141343.5+433841.1
PSZ2 G083.29-31.03,337.129552,20.6220535,0.412,8.266169,J2228.6+2036,RMJ222833.7+203716.3
PSZ2 G083.85-55.43,351.9062561,0.9419075,0.302061,4.916154,            ,RMJ232731.9+005634.1
PSZ2 G083.86+85.09,196.4623437,30.8930578,0.1832,4.657857,J1305.9+3054,RMJ130550.8+305417.4
PSZ2 G084.10+58.72,222.3158483,48.5589487,0.731,5.396077,            ,                    
PSZ2 G084.13-35.41,340.48529019999995,17.5232841,0.3137,5.496043,J2241.8+1732,RMJ224158.1+173303.7
PSZ2 G084.19-47.48,347.6027873,7.6490440999999985,0.0424,1.482585,J2310.4+0734,RMJ231018.1+073241.6
PSZ2 G084.41-12.43,324.46411560000007,35.5818096,0.273,5.234128,            ,                    
PSZ2 G084.47+12.63,297.0787838,51.2394974,0.185,4.866704,J1948.3+5113,                    
PSZ2 G084.50+31.35,266.2816372,56.3773422,0.3236,4.189792,            ,                    
PSZ2 G084.62-15.86,327.4323333,33.1728131,0.3673,5.742656,            ,                    
PSZ2 G084.69+42.28,246.7658526,55.4802155,0.13,2.699005,J1626.9+5528,RMJ162659.0+552829.8
PSZ2 G084.81-62.18,356.0656789,-4.3899111,0.0786,3.116566,J2344.2-0422,RMJ234418.2-042249.1
PSZ2 G084.82+20.66,285.0060726000001,54.6999049,0.3670000000000001,4.487419999999998,            ,                    
PSZ2 G084.85+35.05,259.566775,56.656151,0.1138,2.428706,J1718.1+5639,                    
PSZ2 G085.23+39.42,251.6291518,56.4674072,0.2565,3.880941,            ,                    
PSZ2 G085.72+10.66,300.7762715,51.3495387,0.0805,2.2380150000000003,            ,                    
PSZ2 G085.82+35.44,258.7587369,57.42047370000001,0.0276,1.010239,J1715.3+5724,                    
PSZ2 G085.98+26.69,274.994597,57.168482,0.179,3.925199,            ,                    
PSZ2 G086.43-24.95,335.5577934,27.1430471,0.231476,3.810165,            ,RMJ222212.5+270837.0
PSZ2 G086.47+15.31,294.5545497,54.173472,0.26,7.577957,J1938.3+5409,                    
PSZ2 G086.54-26.67,336.78022589999995,25.8144797,0.165,3.45473,J2226.8+2550,RMJ222655.9+255009.3
PSZ2 G086.58+73.11,205.8750042,40.1328491,0.2219,3.831496,            ,RMJ134344.4+400424.6
PSZ2 G086.62+30.26,268.47403439999994,58.12895110000001,0.2263,4.332966000000001,J1754.0+5805,                    
PSZ2 G086.73-61.16,356.2861848,-3.0427217,0.354699,4.372104,            ,RMJ234517.1-030238.9
