RA,DEC,z,M500
0.02089636940341408,-38.6267289770723,0.30059880018234253,1.6839206865134309
0.0613184665449881,-43.95564541682309,0.8781313300132751,2.4372534289564993
0.08990472178653934,-28.09125525860719,0.28257,2.7005743947278456
0.11353645092886261,-1.0448048370218106,0.4388004,1.4937930311776006
0.1139783988889742,-5.880625657418912,0.2017347,1.6235775867110362
0.1790809811263891,2.418384457567841,0.4227475,2.015433332149794
0.1791799982104249,-59.958333333333094,0.4892,1.976949608790456
0.23744531443992944,-7.212459332428528,0.551449235072533,1.9525989943787778
0.24494653701740862,-57.80946628967342,0.7019000053405762,2.951419912975638
0.30093080044170767,-48.71948330842311,0.3464,2.5122219497355975
0.36252738741780727,-0.038897764487738906,0.2471434084836339,1.8340084830635557
0.3584255064049989,-40.41085301751526,0.9063078165054321,1.8852221608054212
0.40410895544929354,-7.958361707502523,0.7034,2.002982559148838
0.4189583802919631,-54.670293361987845,0.8827255964279175,2.333790169639724
0.48263633970961306,12.061678678554332,0.19926051432974978,3.023410031493793
0.5137685154317285,-55.9577389666373,1.149999976158142,2.163557874097779
0.583333333333331,1.5249056477138434,0.8380722,1.5772981407053828
0.5787251236412853,-3.997389187073882,0.9677561,2.306631920920225
0.6125036379491475,-54.01666666666645,0.6320648789405823,2.1266340798548464
0.6375809706729222,-50.28909144819119,0.9615412354469299,1.6862411834568027
0.7734029592176728,-35.34833026838654,0.7674899697303772,1.9405363940173097
0.7676698460838668,-44.66560166590618,0.7198324203491211,2.1815083301300247
0.802677098808331,-6.089535893400553,0.2333691,6.395015245487017
0.8687469373997055,-35.23130387513641,0.8911206722259521,1.6689150974600884
0.9056181892206328,-49.00556280243468,0.6426761746406555,1.6179976920534682
0.9353300784716461,10.024778654771605,0.3693166537221611,4.1959981063832785
0.9541858951926457,2.062602312672268,0.0924,1.8995549671355922
0.9501816624536237,-35.2958561855349,0.7518452405929565,1.8930265962713773
0.9924110790151615,16.701805297734698,1.3052,4.274733955247799
1.2013367119903506,-34.984582377951554,0.2847015857696533,2.8009459640071266
1.2516552102122809,2.201667715884968,0.8492301106452942,1.7321354822991213
1.2682204767022718,-1.6442150378397553,0.979202389717102,2.9656794812454517
1.2652929625452418,-54.256954899894204,0.5252895951271057,2.3114014827517764
1.315008571286069,-50.455082569665635,0.6087420582771301,1.6850805355453486
1.3906277546015817,-10.38428636881306,0.5488450736706649,2.8495775332273614
1.441629366072964,2.370830815811454,0.8397049,1.66089062653555
1.4366699618590548,-37.859489559527916,0.503,4.167206141725285
1.495625301191192,-34.724928272783934,0.114412,1.795276777345055
1.5133726784993586,-42.13456696296251,0.8279125690460205,1.8607197532819002
1.531731674705137,-2.524118788413008,0.6182134,2.6490082346072517
1.5845955826981764,10.85714821849111,0.16724510715493235,3.252327111303345
1.6428654855217948,0.2844792893376794,0.682,1.8594390109322085
1.7305019596530322,-0.6861551700864162,0.544821893196235,2.6968580374891573
1.75252316792515,-47.10589914193434,0.48037609457969666,2.4072331299017495
1.8150626028285202,-31.855082889953255,0.32857,1.9338671786090529
1.8166139313813616,-43.697984973429385,0.2448449581861496,1.3668333649460003
1.840273716886189,3.6849959323605055,0.5098081,2.598426705339551
1.9792807097654577,-33.349999999999866,0.5377047947798087,1.8839245533308684
2.0454385313416332,2.019738949261334,0.365953461618953,4.4796401070695016
2.0333459921002417,18.370797219355257,0.5606,2.314586668442877
2.1364676479457643,-5.3253397145990045,0.46,2.614578828542038
2.1499999999999915,-13.579060961918218,0.5912000000000001,2.8241846570772493
