RA,DEC,z,M500
174.68,3.259,0.127,0.4596
174.864,-33.454,0.1076,2.142
175.099,66.139,0.7843,2.2159
175.306,10.741,0.109,1.3779
175.351,-12.272,0.1195,2.7789
175.519,21.75,0.131,0.895
175.526,10.148,0.119,0.8099
175.569,10.451,0.117,0.6392
175.628,58.539,0.322,4.4294
175.664,10.473,0.188,0.4192
175.876,46.384,0.1167,3.5238
176.152,19.759,0.0214,2.1398
176.168,67.41,0.1159,2.4747
176.329,-34.429,0.0697,1.6403
176.344,15.495,0.067,1.0933
176.411,-54.341,0.155,3.984
176.612,28.905,0.149,0.9477
176.836,55.743,0.051,0.7138
177.271,51.585,0.132,1.5852
177.397,22.403,0.545,9.3427
177.449,-12.318,0.1557,3.4057
177.469,10.776,0.303,1.9951
177.909,-16.321,0.0722,1.5451
177.918,81.077,0.29,0.5185
178.149,37.546,0.23,1.4603
178.827,23.407,0.1427,5.5454
179.018,73.418,0.083,1.2996
179.194,42.635,0.174,1.4338
179.241,24.258,0.1392,2.3746
179.326,33.612,0.2138,4.1921
179.37,5.063,0.077,1.3263
179.549,55.362,0.135,0.2437
179.822,49.794,0.211,3.5861
179.963,55.532,0.0808,0.67
180.01,11.404,0.207,1.9944
180.021,-31.406,0.0685,1.5649
180.032,68.152,0.265,1.754
180.092,56.23,0.065,1.3251
180.106,3.334,0.1339,4.1194
180.206,-3.458,0.396,1.7854
180.264,-46.391,0.118,2.135
180.27,12.159,0.304,2.365
180.326,23.109,0.269,4.4278
180.5,58.048,0.1031,1.5593
180.557,57.865,0.677,2.4828
180.726,-6.835,0.1268,2.3584
180.762,28.604,0.1341,1.9879
180.821,-21.523,0.1992,5.6182
181.013,28.123,0.1631,1.7549
181.048,20.348,0.0252,0.3186
181.095,-3.849,0.261,0.748
181.105,1.901,0.0199,0.6772
181.24,22.617,0.2519,1.8572
181.262,-3.542,0.368,0.6514
181.302,39.349,0.0381,1.0322
181.387,44.319,0.3384,0.8378
181.466,44.487,0.5921,1.6324
181.528,44.325,0.2946,0.7038
181.552,-8.806,0.4414,8.4019
181.617,22.253,0.0656,0.6237
181.64,-7.74,0.068,0.7588
181.656,28.184,0.0283,0.4179
181.743,71.658,0.1912,2.2909
182.075,-29.633,0.171,1.2452
182.578,5.385,0.0748,1.616
182.684,-46.738,0.032,0.7549
182.758,35.332,0.138,1.8147
182.817,39.195,0.34,2.0973
183.079,-18.279,0.269,4.8327
183.08,27.554,0.353,4.8848
183.246,27.454,0.179,1.776
183.393,2.899,0.409,1.5931
183.871,-39.015,0.119,2.7267
184.083,26.556,0.428,1.7304
184.311,69.67,0.107,0.2542
184.419,3.662,0.0766,3.5915
184.432,47.487,0.27,2.4049
184.452,22.921,0.14,0.7524
184.62,40.218,0.3038,4.0532
184.621,30.196,0.368,0.8091
184.832,-13.26,0.0688,1.8728
185.072,75.37,0.0059,0.0321
185.232,18.176,0.4294,1.518
185.354,49.302,0.7,3.0916
185.508,27.155,0.472,2.1231
185.529,75.438,0.24,0.8861
185.568,25.994,0.16,0.6727
185.777,10.624,0.0258,0.5594
186.073,75.527,0.0056,0.0096
186.167,31.986,0.063,0.6291
186.3,32.229,0.0594,1.0213
186.592,62.411,0.398,1.5464
186.74,33.547,0.888,4.3857
186.775,19.854,0.3241,4.4502
186.809,8.971,0.0873,0.5192
186.867,8.829,0.0896,1.2514
186.96,63.383,0.1454,2.113
187.22,19.408,0.161,1.8759
187.259,47.625,0.254,3.5386
187.497,11.789,0.0852,1.4447
187.559,23.434,0.221,1.3045
187.679,34.655,0.3331,4.6781
187.696,10.561,0.165,4.3444
187.697,12.337,0.0036,1.2092
187.773,0.629,0.0232,0.1981
187.85,82.428,0.2053,2.7776
187.94,41.62,0.176,0.9469
188.202,26.094,0.22,1.4062
188.481,15.432,0.238,2.2815
188.566,9.783,0.229,3.769
188.571,-38.943,0.2373,5.2683
188.777,41.296,0.189,1.0699
188.988,27.712,0.3821,1.1618
189.1,16.528,0.078,1.3503
189.119,12.406,0.0667,0.2734
189.131,0.862,0.205,0.3916
189.186,-33.903,0.0796,1.6327
189.194,-35.533,0.0736,1.2932
189.237,25.841,0.175,0.8827
189.246,63.191,0.3019,5.393
189.411,26.54,0.278,0.7096
190.057,-48.433,0.152,4.8403
190.104,-11.793,0.193,0.7
190.33,18.571,0.073,1.7931
190.388,32.84,0.39,2.8284
190.706,2.686,0.0031,0.1231
190.845,27.276,0.194,2.7771
191.007,16.895,0.549,3.1592
191.158,-11.985,0.0963,2.3246
191.522,70.965,0.225,2.7077
191.843,55.011,0.083,1.0254
191.93,-5.816,0.2928,0.695
191.93,-2.792,0.1797,3.0859
192.152,-5.8,0.0041,0.0113
192.2,-41.308,0.0114,1.6218
193.02,-29.347,0.188,0.8715
193.142,-31.268,0.0535,1.8872
193.27,62.803,0.235,1.1696
193.273,-9.2,0.0146,0.2719
193.31,-15.38,0.0462,0.9838
193.312,15.931,0.275,1.2028
193.421,-39.532,0.1794,6.9838
193.511,-6.701,0.1962,3.9698
193.598,-29.023,0.0542,1.5435
193.66,25.754,0.193,0.5776
193.673,-29.223,0.0544,2.0799
193.696,-15.444,0.1506,2.8191
193.723,25.849,0.233,0.8368
193.878,35.36,0.1585,1.4278
193.894,-30.33,0.0541,1.5583
193.926,-12.655,0.0585,0.8179
194.02,25.948,0.232,0.7034
194.111,4.67,0.23,2.4053
194.164,47.255,0.404,0.9339
194.249,-31.322,0.0561,1.1076
194.291,-17.4,0.0473,2.9254
194.292,-13.656,0.0151,0.1837
194.32,-30.377,0.0554,2.3354
194.334,69.506,0.227,2.7816
194.671,-1.757,0.0845,4.1213
194.708,-26.668,0.0767,1.6005
194.839,-4.195,0.0845,4.3928
194.929,27.939,0.0231,4.2846
194.939,-32.617,0.076,0.4571
194.962,31.347,0.0523,0.3373
195.401,-6.833,0.0898,1.5884
195.431,10.993,0.231,1.283
195.711,-2.506,0.0847,1.605
195.761,57.942,0.1961,2.2697
195.934,-24.251,0.1288,4.0606
195.94,19.271,0.0643,1.8814
196.07,-30.515,0.0117,0.2254
196.115,33.592,0.1882,3.2319
196.477,-37.661,0.0497,1.2242
196.478,30.906,0.1832,3.6434
196.507,26.505,0.3063,5.6206
196.728,46.556,0.2259,4.716
196.953,29.43,0.241,1.5174
197.137,53.704,0.33,1.4101
197.321,-1.613,0.088,1.8597
197.482,32.375,0.29,0.8509
197.758,-3.177,0.494,4.1524
197.791,39.218,0.072,1.3862
197.803,32.483,0.245,1.8542
197.875,-1.335,0.1832,8.392
197.876,-5.857,0.461,1.7633
197.884,22.009,0.266,4.9919
197.93,22.027,0.1716,1.8158
197.958,32.461,0.43,2.0627
198.081,39.016,0.404,2.2138
198.277,46.281,0.183,3.2283
198.413,-32.845,0.0518,0.206
198.556,-6.993,0.1892,3.7635
198.561,41.393,0.2011,2.3593
198.602,64.578,0.22,4.1653
198.617,-25.261,0.2439,6.9392
198.778,51.825,0.2836,4.6626
198.85,-16.39,0.0087,0.5144
199.017,28.922,0.253,0.717
199.29,-38.362,0.2553,5.6404
199.936,-21.456,0.164,1.5992
200.018,70.062,0.3275,4.8603
200.064,33.142,0.0362,0.5165
200.178,-41.04,0.0495,0.9
200.196,-48.93,0.227,3.7894
200.237,33.904,0.182,2.4586
200.718,31.646,0.3083,4.0587
200.876,11.296,0.0911,1.6682
201.05,13.979,0.023,0.2825
201.18,-57.614,0.019,1.6812
201.257,-38.227,0.296,1.0301
201.278,-20.236,0.1926,3.9924
201.312,65.841,0.18,0.5373
201.395,-38.431,0.445,1.9085
201.457,59.322,0.1515,2.6306
201.572,12.501,0.204,6.0627
201.574,0.226,0.0826,1.8258
201.725,-27.183,0.0458,2.7065
201.99,-31.503,0.048,3.9741
202.366,11.723,0.0228,0.1704
202.384,11.789,0.022,0.3805
202.414,29.768,0.0473,0.1713
202.429,-31.603,0.0488,1.721
202.456,-33.173,0.0511,0.1645
202.493,58.569,0.302,0.8868
202.708,-1.873,0.0852,3.0567
202.746,58.249,0.31,1.2484
202.876,11.134,0.085,0.2064
202.879,62.64,0.219,1.0481
202.885,-31.815,0.0448,0.8332
203.094,-33.139,0.0487,1.6821
203.126,50.409,0.28,3.9877
203.167,54.32,0.1017,1.4944
203.18,50.55,0.2799,7.1929
203.233,-25.324,0.1199,2.0385
203.401,-31.661,0.049,2.3698
203.425,-23.284,0.1264,3.1994
203.529,20.231,0.171,2.673
203.585,50.518,0.62,2.6559
203.599,34.691,0.024,0.252
203.643,37.949,0.308,0.3245
203.765,37.833,0.382,0.5938
203.826,40.997,0.2279,6.2197
204.025,59.208,0.0701,2.3626
204.162,-33.958,0.0123,0.1276
204.175,38.626,0.18,0.3943
204.296,26.826,0.41,1.2872
204.367,-41.333,0.0519,0.9874
204.46,26.647,0.342,1.0646
204.472,38.903,0.252,0.9659
204.524,-29.739,0.189,1.2861
204.603,26.744,0.029,0.0446
204.709,38.855,0.246,2.1537
204.768,27.757,0.13,0.4254
204.895,18.512,0.114,1.1802
205.14,40.296,0.171,0.6576
205.225,39.974,0.169,1.024
205.474,26.372,0.0724,2.4779
205.523,2.227,0.0765,1.6756
205.705,40.47,0.699,1.767
205.854,40.887,0.14,0.4495
205.866,55.782,0.0673,0.2444
205.939,55.639,0.0766,0.7032
206.076,39.112,0.2997,2.4774
206.557,-16.545,0.0557,0.8514
206.719,-37.874,0.0377,0.6992
206.801,-30.419,0.0145,0.1559
206.868,-32.85,0.0391,4.5067
206.875,-11.749,0.4516,13.1779
207.221,26.596,0.0622,5.528
207.233,-25.442,0.1269,2.3515
207.251,49.309,0.167,1.3218
207.33,-30.309,0.016,0.303
207.34,28.104,0.0748,2.2515
207.683,-33.722,0.1142,2.2004
207.71,60.126,0.796,2.6419
207.94,46.367,0.0625,0.9247
208.058,-9.759,0.2021,3.4724
208.254,5.155,0.0788,1.9898
208.372,-27.889,0.0468,0.8749
208.51,14.923,0.1251,2.2064
208.57,-2.363,0.546,2.0887
208.658,77.26,0.3967,5.69
208.705,69.289,0.207,0.489
209.331,62.545,0.525,2.3964
209.508,20.636,0.062,0.5323
209.737,-47.839,0.074,3.3558
209.823,27.973,0.0612,1.9807
209.892,62.317,0.332,2.6547
209.971,62.521,0.3259,4.6093
210.06,72.126,0.2143,2.7294
210.26,2.88,0.2528,10.4956
210.403,-11.125,0.0698,1.4817
210.9,-33.988,0.0132,0.2666
211.116,4.384,0.23,1.1455
211.568,28.514,0.546,1.5639
211.729,28.571,0.118,0.5587
211.867,-27.015,0.023,1.0806
211.969,-51.009,0.0966,4.4006
212.029,-9.071,0.0354,0.6071
212.556,59.711,0.316,2.0075
212.566,59.641,0.319,1.5066
212.619,-42.777,0.049,1.2483
212.852,52.211,0.4599,4.5306
213.148,-3.153,0.221,1.27
213.431,43.663,0.089,1.9516
213.551,71.26,0.225,3.6798
213.796,36.201,0.7,2.2711
213.809,-0.501,0.1403,2.7537
213.827,23.149,0.064,0.1092
213.965,0.259,0.1259,1.1809
214.112,23.259,0.138,1.7728
214.117,44.777,0.4,2.8385
214.135,30.762,0.186,1.7001
214.214,-11.976,0.0982,1.9133
214.63,25.18,0.29,2.948
214.747,49.05,0.2806,4.0082
214.848,6.645,0.574,2.0962
214.969,6.572,0.5641,1.5163
215.398,49.552,0.0716,1.6874
215.423,37.296,0.1813,3.8011
215.489,-20.16,0.1208,1.9497
215.792,26.256,0.0375,0.3759
215.795,29.703,0.261,1.4771
215.93,-54.203,0.3,8.0935
215.949,24.078,0.543,4.9804
215.969,40.262,0.0822,1.1105
216.269,37.971,0.163,0.7123
216.345,63.187,0.1394,3.3281
216.507,37.827,0.1712,7.0075
216.915,-25.351,0.318,3.3
216.992,26.506,0.0324,0.0827
217.117,56.883,0.1051,1.8095
217.247,1.754,0.32,2.079
217.274,42.687,0.92,2.0435
217.779,25.639,0.0908,2.138
218.12,31.633,0.1313,2.9225
218.572,-32.484,0.241,3.2855
218.753,-28.366,0.0689,1.2161
219.223,-9.003,0.0842,1.5981
219.243,55.129,0.125,0.6107
219.711,64.394,0.146,0.7337
220.159,3.477,0.0263,0.7352
220.577,22.305,0.0901,2.3234
221.027,63.748,0.298,1.2862
221.094,31.235,0.234,3.5321
221.857,8.464,0.1954,4.6039
222.151,-27.819,0.175,1.3363
222.775,14.611,0.146,3.2781
222.822,18.683,0.0439,0.1752
223.234,58.049,0.3179,5.8708
223.245,16.7,0.0444,0.8782
223.28,21.895,0.1186,1.7512
223.617,16.37,0.0456,0.4614
223.631,18.642,0.0586,1.6755
223.808,-33.427,0.1158,2.2029
224.051,-38.44,0.115,2.351
224.062,22.353,0.108,0.7253
224.081,-5.828,0.22,3.964
224.316,22.343,0.2579,6.315
224.765,-8.725,0.1043,1.9047
224.872,-18.187,0.2357,8.618
225.011,22.568,0.23,0.8745
225.085,21.362,0.153,5.0613
225.215,22.745,0.45,2.0045
225.268,-8.416,0.51,1.1003
225.299,1.698,0.005,0.2399
225.326,-8.509,0.108,1.3793
225.347,42.346,0.2917,4.352
226.032,-2.805,0.2153,12.475
226.163,-14.899,0.284,1.6107
226.624,1.605,0.006,0.1305
227.549,33.515,0.113,4.0695
227.729,5.72,0.0766,7.2708
227.776,18.044,0.1161,1.7625
227.848,6.319,0.0817,2.3811
227.89,1.764,0.0384,0.4275
228.053,-22.916,0.3152,6.1805
228.155,34.86,0.1489,1.6807
228.213,-1.48,0.1223,2.1875
228.556,55.464,0.4753,1.1063
228.592,36.606,0.372,3.0438
228.651,-45.981,0.058,2.6628
228.73,55.691,0.559,1.8248
228.742,-15.386,0.2226,5.4232
228.887,43.776,0.137,0.7965
228.903,43.847,0.243,0.7694
229.08,0.098,0.1181,2.5949
229.142,-0.949,0.1198,2.2053
229.183,7.018,0.0353,2.4945
229.483,31.46,0.744,1.6042
229.595,-46.54,0.056,1.2396
229.69,6.231,0.1021,3.118
230.227,48.669,0.1076,2.6205
230.321,30.64,0.0777,2.8536
230.458,7.709,0.0442,2.5215
230.556,29.877,0.117,1.106
230.611,27.709,0.0723,3.5078
230.772,8.602,0.0355,2.1598
230.783,30.845,0.0756,1.1796
231.017,10.054,0.22,0.7775
231.041,29.921,0.1145,4.5741
231.053,-31.904,0.1028,3.5855
231.168,9.96,0.516,3.045
231.218,10.088,0.251,0.6246
231.436,28.428,0.1515,2.6463
231.477,18.236,0.127,2.7358
232.016,69.942,0.1136,1.7024
233.226,30.353,0.345,8.1627
233.321,31.149,0.0673,0.9213
233.758,1.347,0.32,1.3735
233.788,-46.979,0.036,0.3516
234.147,1.556,0.309,3.0654
234.436,12.006,0.134,0.6622
234.891,-83.592,0.0728,3.177
234.91,21.789,0.0411,1.4922
234.934,34.416,0.229,4.6611
234.953,30.717,0.098,3.1409
235.031,-3.308,0.1533,4.4239
235.038,17.878,0.0916,1.919
235.042,66.188,0.245,1.5112
235.222,14.759,0.441,1.2099
235.295,66.442,0.245,1.4027
236.021,53.774,0.112,0.2802
236.25,36.066,0.0654,1.5514
236.835,20.95,0.266,1.4167
237.191,-2.996,0.101,1.8321
237.31,11.389,0.226,2.3149
238.051,20.228,0.136,0.9829
238.335,51.123,0.2354,2.3664
238.573,32.628,0.075,0.9731
239.037,66.356,0.2339,4.8927
239.438,35.504,0.1549,2.6998
239.586,27.227,0.0894,8.1491
239.597,-14.168,0.097,3.8731
239.792,63.885,0.85,2.1665
240.095,33.222,0.088,1.5616
240.347,53.906,0.1068,2.1643
240.445,-75.746,0.153,6.876
240.578,16.02,0.0353,2.4052
240.759,25.404,0.0888,1.6041
241.149,17.724,0.037,1.3202
241.238,23.921,0.0326,0.9289
241.382,72.147,0.1332,1.8917
241.384,16.442,0.037,0.57
241.677,23.483,0.31,1.104
241.718,17.781,0.0321,0.3311
243.533,-63.131,0.062,1.3091
243.54,49.153,0.0579,0.788
243.548,34.424,0.269,1.3573
243.594,-60.869,0.0157,2.136
243.604,68.428,0.128,0.284
243.895,19.46,0.0308,0.3629
243.945,-6.146,0.203,11.0518
244.363,34.937,0.0315,0.6744
244.574,29.64,0.2993,3.0268
244.767,32.512,0.274,1.3447
245.09,17.389,0.112,0.4637
245.132,29.895,0.0972,2.5734
245.255,25.772,0.161,2.0112
245.353,38.169,0.463,4.811
245.898,26.57,0.4274,2.6594
246.059,41.238,0.1825,3.0851
246.586,-33.489,0.1098,4.6556
246.746,55.48,0.13,2.0841
246.848,42.678,0.0317,0.3796
246.917,40.92,0.0301,0.3868
246.995,-29.881,0.064,0.8677
247.158,39.549,0.0299,2.9626
247.437,58.524,0.1329,2.093
247.442,21.399,0.184,0.9362
247.561,24.58,0.0655,0.8776
247.77,21.365,0.098,0.4922
247.913,-75.122,0.105,4.3137
248.194,5.57,0.1514,9.0453
248.417,57.244,0.239,0.3875
248.475,-7.645,0.0974,1.6135
248.659,67.637,0.1668,1.6588
248.968,66.214,0.1709,4.6412
249.567,-64.347,0.0508,5.235
249.981,53.799,0.111,1.3678
250.089,46.706,0.228,8.7019
250.296,82.541,0.206,2.1042
250.468,40.025,0.464,2.7095
250.662,39.598,0.355,1.1442
250.804,51.25,0.199,2.6077
250.834,21.526,0.1535,1.7794
251.359,-73.582,0.069,1.8647
251.67,-60.399,0.148,3.4803
252.301,53.417,0.029,0.304
252.792,4.996,0.154,3.7563
253.068,44.82,0.1753,2.9971
253.166,40.193,0.1481,2.3606
253.232,40.153,0.1492,2.5116
253.253,-59.733,0.048,2.9939
253.597,23.57,0.0575,0.7197
253.695,58.902,0.0869,1.0678
253.757,-26.425,0.094,2.2583
253.984,-1.229,0.0408,0.6019
254.439,-1.832,0.0313,0.4656
254.452,53.029,0.479,1.9244
254.503,27.854,0.0337,0.7079
254.521,52.902,0.4655,1.8407
254.641,34.502,0.33,2.1019
254.759,32.487,0.0621,0.3038
254.904,68.438,0.0504,0.5062
254.936,34.171,0.341,1.0776
254.936,32.613,0.1013,2.0454
255.195,64.214,0.225,2.4797
255.223,-31.741,0.134,2.0331
255.344,64.236,0.453,3.1055
255.366,34.01,0.096,0.545
255.442,64.354,0.22,0.363
255.555,64.333,0.224,0.5305
255.633,33.513,0.0843,1.2416
255.679,34.062,0.0953,4.4908
255.789,59.648,0.1822,0.3926
255.953,78.644,0.0581,4.2502
256.293,-82.174,0.0737,1.8148
256.492,-74.375,0.19,3.1961
256.611,-1.54,0.0912,2.1386
257.453,34.441,0.0802,2.7548
257.762,39.694,0.0647,1.0182
258.103,-23.35,0.028,5.3123
258.197,64.061,0.0809,3.741
258.578,43.69,0.0276,0.3136
258.803,3.163,0.1647,3.6551
258.841,57.407,0.0276,0.8691
258.969,36.937,0.091,0.1532
259.043,20.357,0.1306,2.2601
259.165,64.176,0.2507,1.3161
259.329,42.444,0.1754,3.2188
259.4,36.464,0.1709,1.8713
259.455,19.683,0.178,4.6863
259.473,32.586,0.1054,1.9009
259.541,56.666,0.1138,2.6153
259.542,78.022,0.0584,1.1041
260.037,27.67,0.164,3.9006
260.039,26.627,0.1644,6.0057
260.069,35.606,0.387,6.6709
260.353,67.554,0.0861,0.1995
260.562,30.704,0.05,0.3634
260.613,32.134,0.224,7.8832
260.725,41.092,0.309,1.7916
260.847,56.978,0.0272,0.2287
260.948,85.885,0.178,4.2334
261.048,70.007,0.0386,0.0957
261.067,69.946,0.0386,0.1004
261.197,67.269,0.254,0.6962
261.744,-3.295,0.088,1.8664
261.858,70.594,0.3059,2.2352
262.165,70.685,0.5509,2.8569
262.253,74.678,0.213,0.8885
262.621,74.375,0.11,1.1791
262.913,22.864,0.389,12.8
263.261,43.763,0.0307,0.8593
263.772,64.102,0.1406,1.8453
263.949,-7.362,0.0239,0.6151
263.976,16.994,0.0858,1.0113
264.092,68.057,0.0248,0.2392
265.136,35.647,0.0428,0.9141
265.695,67.598,0.042,0.2165
265.701,39.01,0.0423,0.7743
265.847,64.672,0.179,1.0301
265.867,63.694,0.327,2.3779
266.062,32.99,0.0757,3.2372
266.318,65.938,0.608,1.3891
266.579,68.831,0.203,0.7767
266.638,68.814,0.307,0.7791
266.688,66.656,0.3864,1.0307
266.82,45.216,0.1565,2.4118
266.89,63.732,0.328,1.2009
267.173,70.342,0.345,1.1852
267.265,70.245,0.579,2.6983
267.341,42.762,0.2296,2.5705
267.422,53.579,0.0909,1.0459
267.457,68.387,0.0508,0.1182
267.569,35.082,0.1712,3.6434
267.786,65.533,0.0428,0.1943
267.878,70.226,0.4925,1.633
267.911,67.322,0.0933,0.6135
267.948,23.07,0.0132,0.1879
268.023,-63.816,0.133,3.4995
268.05,65.373,0.3923,0.8809
268.374,52.092,0.0988,0.9785
268.509,58.089,0.2263,2.7575
268.522,64.867,0.246,0.5881
268.646,69.083,0.5113,1.2281
268.665,68.056,0.077,1.4102
268.69,66.398,0.0879,0.2551
268.833,65.082,0.0846,0.1998
268.94,67.878,0.0833,0.6477
268.956,62.613,0.0266,0.3104
268.985,63.234,0.385,1.5159
269.129,65.217,0.0284,0.0674
269.332,66.527,0.6909,1.0879
269.43,-1.143,0.0728,2.0762
269.74,65.349,0.3652,0.6654
269.762,-13.554,0.045,1.6325
269.823,69.039,0.0994,0.2595
270.128,69.224,0.0823,0.9997
270.622,-52.609,0.125,2.9264
270.681,42.796,0.0502,0.4271
270.725,63.653,0.0907,0.1563
271.045,0.706,0.0882,2.949
271.065,67.489,0.0617,0.078
271.119,10.039,0.1525,4.6293
271.527,68.219,0.303,1.2736
271.604,70.478,0.0971,0.4665
271.733,65.62,0.263,2.0634
271.867,69.773,0.0941,0.2978
271.885,64.488,0.2391,0.5906
272.182,65.951,0.246,0.5266
272.255,-4.244,0.305,6.3125
272.75,49.911,0.0501,1.3478
272.83,64.793,0.451,1.5373
273.007,31.22,0.2246,0.6464
273.035,63.893,0.5408,2.0796
273.298,62.509,0.1829,0.6347
273.328,-61.458,0.147,4.4728
273.574,69.659,0.0863,0.6951
274.112,53.238,0.2764,3.045
274.135,69.193,0.2097,0.6573
274.285,70.404,0.0859,0.304
274.442,68.407,0.282,2.5934
274.792,69.161,0.205,1.0729
274.953,67.813,0.2153,0.6833
274.967,33.133,0.2796,2.9785
275.044,68.955,0.087,1.0767
275.409,68.464,0.8156,2.1004
275.656,66.691,0.0888,0.2571
275.931,56.974,0.105,0.4915
276.04,30.492,0.072,1.4197
276.079,43.164,0.487,2.8469
276.345,30.442,0.065,2.6168
276.817,61.582,0.1014,1.1746
277.265,69.231,0.2057,2.0829
278.055,68.541,0.1981,0.8186
278.14,64.831,0.1623,2.0753
278.144,68.803,0.205,3.8795
278.436,65.36,0.1621,0.8494
278.539,70.958,0.0824,1.0583
279.127,63.748,0.0834,1.2909
279.552,63.351,0.2167,1.3402
279.823,70.306,0.2297,0.8067
279.973,-21.144,0.068,1.3613
280.155,-77.156,0.0194,0.541
280.878,79.832,0.051,0.2291
280.913,50.364,0.1158,1.6858
281.008,45.557,0.0918,1.5813
281.132,-37.405,0.203,3.7241
281.678,-74.533,0.141,0.9689
281.817,73.347,0.1125,1.6911
281.833,-63.337,0.0146,0.2601
283.039,57.197,0.1094,1.9473
283.492,68.381,0.0928,2.0411
283.527,68.971,0.2415,2.9137
283.972,-66.913,0.1797,3.3117
284.415,38.008,0.0567,1.8114
285.12,69.969,0.0877,1.8375
286.055,36.447,0.078,1.2366
286.433,78.083,0.1405,3.437
287.1,69.062,0.2103,2.7969
287.537,-22.651,0.056,1.0468
287.614,67.691,0.2471,3.6878
288.168,-75.292,0.0726,2.1539
289.027,35.422,0.209,4.7777
289.399,-13.255,0.177,4.1139
289.631,-8.708,0.09,1.5296
290.287,43.958,0.0557,5.8345
291.343,37.097,0.314,6.7932
291.373,-42.949,0.0774,1.8585
291.545,48.55,0.098,2.3419
291.743,-53.703,0.057,1.4895
291.876,65.832,0.1886,2.3064
292.059,-50.93,0.1496,2.8527
292.507,-15.163,0.0829,2.1301
292.548,74.06,0.291,0.9863
292.911,-33.913,0.0972,2.3806
292.957,-26.576,0.352,5.9238
293.697,-50.897,0.2371,4.9694
293.834,67.576,0.1706,2.2605
294.578,54.159,0.26,6.0024
294.581,-47.804,0.2665,4.8355
295.429,77.162,0.048,0.0751
296.643,-42.942,0.1128,1.8573
296.83,-76.392,0.217,4.408
296.914,-5.704,0.028,0.3693
297.08,51.231,0.185,3.6363
298.069,-55.062,0.06,1.4748
298.254,-52.031,0.1069,2.5013
299.308,57.854,0.088,1.6906
299.561,-30.19,0.1171,4.1184
299.794,-34.91,0.1728,3.067
299.876,40.736,0.0561,4.2185
300.66,77.896,0.3492,2.4943
300.805,-32.792,0.256,1.3585
300.868,-55.946,0.0148,0.0652
300.877,-23.385,0.3171,5.8255
302.267,-54.358,0.0516,0.772
302.476,-48.393,0.0097,0.1374
302.476,77.742,0.3461,1.2647
302.846,-57.428,0.2786,5.1735
302.972,-35.928,0.172,0.785
303.013,-41.492,0.1496,3.0302
303.127,-56.832,0.0556,5.1696
303.556,-80.642,0.138,2.5189
303.707,-24.508,0.1612,7.1884
303.828,56.159,0.082,1.5725
304.059,-80.799,0.1309,2.249
304.607,-41.047,0.0192,0.2804
304.69,-52.706,0.0505,1.5771
305.208,-30.034,0.2073,3.6611
305.478,-52.948,0.1383,2.3826
305.757,-20.949,0.0564,1.1821
305.852,-55.592,0.232,4.396
307.7,-35.544,0.1398,2.417
307.965,-40.62,0.3416,6.624
308.037,-56.452,0.138,2.5682
308.581,-34.487,0.124,2.4943
308.675,-34.074,0.0936,2.7443
308.699,-35.813,0.0894,3.7297
308.733,-21.717,0.1947,3.4979
308.935,-25.218,0.02,0.2042
309.166,-22.789,0.18,0.9472
309.622,-1.421,0.673,1.8072
310.048,17.214,0.169,5.5278
310.425,7.357,0.0639,0.4838
310.529,24.441,0.1019,3.8223
310.803,-21.735,0.2041,4.0556
310.81,-26.49,0.0408,0.6927
312.044,-17.844,0.1475,3.6443
312.172,25.253,0.0482,1.272
312.48,-32.28,0.323,6.6
312.69,1.389,0.3334,3.6065
312.781,2.268,0.3211,4.0631
312.911,-57.073,0.0599,0.1734
313.965,-54.92,0.139,3.0097
314.091,-4.631,0.583,2.0962
314.389,13.571,0.2232,1.9567
314.563,-7.761,0.0793,1.2723
314.98,-42.759,0.323,1.0983
315.367,-41.002,0.1694,2.9774
315.395,-13.292,0.0282,0.4473
315.453,-28.035,0.0382,0.9229
315.541,-24.531,0.188,4.4993
315.858,-43.329,0.0487,0.8373
315.961,4.626,0.1694,1.3241
316.084,-41.349,0.1651,4.1199
316.226,14.028,0.1615,2.8953
316.228,-51.826,0.0491,1.3227
316.245,-82.723,0.0969,1.5506
316.518,-38.772,0.1521,3.1625
316.568,34.44,0.087,1.4955
316.705,-5.165,0.449,2.6117
316.801,-25.438,0.0381,0.6763
317.166,-5.124,0.222,0.4039
317.213,-5.28,0.319,1.1
317.916,-23.15,0.0333,0.3678
318.474,2.556,0.0494,1.6418
318.582,-68.016,0.13,0.6298
319.202,-59.498,0.0602,1.0991
321.095,-74.774,0.0586,1.1736
321.302,-6.965,0.1153,1.91
321.479,-34.724,0.0757,1.0787
321.796,-12.159,0.176,4.1441
321.875,-21.903,0.113,1.3859
322.358,-7.692,0.594,7.6632
322.419,0.097,0.2347,7.0455
322.462,-50.801,0.0796,1.6143
323.351,-71.936,0.0559,0.7945
323.569,-13.48,0.0897,2.746
323.822,1.432,0.1244,2.509
324.279,0.447,0.0509,0.2117
324.463,-42.852,0.185,1.4187
324.77,-23.552,0.32,2.6267
324.966,-22.473,0.0328,0.4378
324.994,-43.087,0.376,1.0856
325.063,-23.661,0.313,4.7
325.993,-56.626,0.0824,2.6504
326.31,3.742,0.239,1.5196
326.478,-10.104,0.0808,2.0336
326.52,4.389,0.531,2.0147
326.587,-57.289,0.076,1.8407
326.741,-43.91,0.062,1.7255
326.752,-10.318,0.078,1.2325
326.981,-46.005,0.0593,1.3764
