Name,RA,DEC,z,M500,MCXC,RedMAPPer,PSZ2(z),MCXCRA,MCXCDEC,matched,ACT,ACTRA,ACTDEC
,83.471,-57.778999999999996,0.297,1.2658,True,,False,83.471,-57.778999999999996,False,False,,
,83.48299999999999,-58.153999999999996,0.198,0.556,True,,False,83.48299999999999,-58.153999999999996,False,False,,
,84.76799999999999,-28.551,0.254,0.9111,True,,False,84.76799999999999,-28.551,False,False,,
,85.042,-43.382,0.085,1.6874,True,,False,85.042,-43.382,False,False,,
,85.539,-26.124000000000002,0.039,0.853,True,,False,85.539,-26.124000000000002,False,False,,
,85.712,-41.001000000000005,0.642,2.9996,True,,False,85.712,-41.001000000000005,False,False,85.71399391181825,-41.00270632479924
,85.852,-44.505,0.1637,3.2882,True,,False,85.852,-44.505,False,False,85.86391867002958,-44.50931160422202
,86.055,-25.928,0.26,1.035,True,,False,86.055,-25.928,False,False,,
,86.363,-25.939,0.0424,0.5018,True,,False,86.363,-25.939,False,False,,
,86.94,-47.39,0.0515,0.6695,True,,False,86.94,-47.39,False,False,,
,87.21,-21.912,0.0928,1.6591,True,,False,87.21,-21.912,False,False,,
,88.363,-5.968,0.151,3.0695,True,,False,88.363,-5.968,False,False,,
,89.305,-37.466,0.0442,0.9722,True,,False,89.305,-37.466,False,False,,
,90.20100000000001,-58.586999999999996,0.0369,0.4321,True,,False,90.20100000000001,-58.586999999999996,False,False,90.18985558331677,-58.60833986226323
,90.506,53.263000000000005,0.051,1.1167,True,,False,90.506,53.263000000000005,False,False,,
,90.531,23.166,0.0654,2.5321,True,,False,90.531,23.166,False,False,,
,90.95700000000001,29.665,0.03,0.9853,True,,False,90.95700000000001,29.665,False,False,,
,91.165,42.953,0.11800000000000001,2.9167,True,,False,91.165,42.953,False,False,,
,91.756,-49.483000000000004,0.0553,0.841,True,,False,91.756,-49.483000000000004,False,False,,
,92.633,-48.806999999999995,0.243,1.2692,True,,False,92.633,-48.806999999999995,False,False,,
,95.432,-52.703,0.0511,0.9466,True,,False,95.432,-52.703,False,False,,
,96.15299999999999,-37.336,0.0333,0.599,True,,False,96.15299999999999,-37.336,False,False,,
,96.197,-52.678999999999995,0.07400000000000001,0.6629,True,,False,96.197,-52.678999999999995,False,False,,
,96.318,-55.352,0.11800000000000001,1.3359999999999999,True,,False,96.318,-55.352,False,False,,
,96.78399999999999,-35.489000000000004,0.0554,1.6778,True,,False,96.78399999999999,-35.489000000000004,False,False,,
,97.291,46.101000000000006,0.129,2.2924,True,,False,97.291,46.101000000000006,False,False,,
,97.836,-56.172,0.054000000000000006,1.2855,True,,False,97.836,-56.172,False,False,,
,98.006,25.326999999999998,0.075,1.5874,True,,False,98.006,25.326999999999998,False,False,,
,98.64200000000001,-62.446000000000005,0.27,1.5219999999999998,True,,False,98.64200000000001,-62.446000000000005,False,False,,
,98.868,-62.568000000000005,0.157,1.0108,True,,False,98.868,-62.568000000000005,False,False,,
,100.03299999999999,-12.889000000000001,0.135,5.4507,True,,False,100.03299999999999,-12.889000000000001,False,False,,
,100.854,42.245,0.091,4.1975,True,,False,100.854,42.245,False,False,,
,102.345,18.017,0.064,2.1684,True,,False,102.345,18.017,False,False,,
,104.25299999999999,42.78,0.125,1.9088,True,,False,104.25299999999999,42.78,False,False,,
,106.76100000000001,27.105999999999998,0.062,1.3771,True,,False,106.76100000000001,27.105999999999998,False,False,,
,107.03200000000001,71.857,0.1053,1.6204,True,,False,107.03200000000001,71.857,False,False,,
,107.948,32.319,0.0672,1.9673,True,,False,107.948,32.319,False,False,,
,108.022,-60.501999999999995,0.0322,0.4348,True,,False,108.022,-60.501999999999995,False,False,,
,109.178,53.408,0.0644,1.1043,True,,False,109.178,53.408,False,False,,
,109.295,-36.36,0.032,1.0838,True,,False,109.295,-36.36,False,False,,
,109.363,-11.331,0.075,3.1457,True,,False,109.363,-11.331,False,False,,
,110.074,71.536,0.268,1.0413,True,,False,110.074,71.536,False,False,,
,110.075,23.816,0.168,3.1513,True,,False,110.075,23.816,False,False,,
,110.22399999999999,71.149,0.23,0.9941,True,,False,110.22399999999999,71.149,False,False,,
,111.23,66.979,0.0863,1.2147,True,,False,111.23,66.979,False,False,,
,111.50200000000001,41.382,0.11199999999999999,2.0846,True,,False,111.50200000000001,41.382,False,False,,
,112.37,24.605999999999998,0.161,3.6042,True,,False,112.37,24.605999999999998,False,False,,
,112.44200000000001,79.25399999999999,0.1058,1.2819,True,,False,112.44200000000001,79.25399999999999,False,False,,
,114.10600000000001,39.433,0.1177,3.3105,True,,False,114.10600000000001,39.433,False,False,,
,114.42200000000001,59.34,0.0384,0.3058,True,,False,114.42200000000001,59.34,False,False,,
,114.74600000000001,69.947,0.11699999999999999,0.836,True,,False,114.74600000000001,69.947,False,False,,
,115.24799999999999,55.431999999999995,0.034,1.2902,True,,False,115.24799999999999,55.431999999999995,False,False,,
,115.376,25.963,0.1577,1.4441,True,,False,115.376,25.963,False,False,,
,116.219,39.457,0.6970000000000001,6.94,True,,False,116.219,39.457,False,False,,
,116.655,31.014,0.0579,0.6754,True,,False,116.655,31.014,False,False,,
,116.885,-19.292,0.1028,7.9855,True,,False,116.885,-19.292,False,False,,
,117.039,18.546,0.04,0.5199,True,,False,117.039,18.546,False,False,,
,117.844,50.213,0.0228,0.4197,True,,False,117.844,50.213,False,False,,
,117.85,17.512999999999998,0.1894,3.8253,True,,False,117.85,17.512999999999998,False,False,117.85644555260716,17.516145041419804
,118.351,29.366,0.0621,1.4236,True,,False,118.351,29.366,False,False,,
,119.23200000000001,38.65,0.2203,2.5432,True,,False,119.23200000000001,38.65,False,False,,
,119.444,-53.263999999999996,0.039,1.1092,True,,False,119.444,-53.263999999999996,False,False,,
,119.589,26.679000000000002,0.2315,2.2599,True,,False,119.589,26.679000000000002,False,False,,
,119.928,54.001999999999995,0.1032,2.0052,True,,False,119.928,54.001999999999995,False,False,,
,121.09100000000001,46.782,0.1868,2.2205,True,,False,121.09100000000001,46.782,False,False,,
,121.43,45.69,0.1353,1.7085,True,,False,121.43,45.69,False,False,,
,122.421,28.199,0.39899999999999997,3.3891,True,,False,122.421,28.199,False,False,,
,122.48200000000001,-2.9819999999999998,0.27,5.682,True,,False,122.48200000000001,-2.9819999999999998,False,False,,
,122.601,42.272,0.064,1.0201,True,,False,122.601,42.272,False,False,,
,123.869,-3.142,0.198,3.3605,True,,False,123.869,-3.142,False,False,,
,123.999,62.886,0.312,1.6401,True,,False,123.999,62.886,False,False,,
,124.12799999999999,74.404,0.282,1.5644,True,,False,124.12799999999999,74.404,False,False,,
,124.557,1.367,0.0879,1.7924,True,,False,124.557,1.367,False,False,,
,124.741,56.909,0.26,0.8135,True,,False,124.741,56.909,False,False,,
,124.844,70.913,0.226,0.6868,True,,False,124.844,70.913,False,False,,
,124.913,63.61,0.11900000000000001,2.3468,True,,False,124.913,63.61,False,False,,
,124.978,56.577,0.26,1.5505,True,,False,124.978,56.577,False,False,,
,125.111,56.757,0.0429,0.1534,True,,False,125.111,56.757,False,False,,
,125.257,7.8660000000000005,0.11,2.0211,True,,False,125.257,7.8660000000000005,False,False,,
,125.54,47.1,0.1303,3.6508,True,,False,125.54,47.1,False,False,,
,125.79799999999999,4.356,0.0293,0.7315,True,,False,125.79799999999999,4.356,False,False,,
,126.045,3.463,0.34700000000000003,1.0693,True,,False,126.045,3.463,False,False,,
,126.527,26.43,0.35100000000000003,1.1817,True,,False,126.527,26.43,False,False,,
,126.615,-27.355,0.040999999999999995,1.3115,True,,False,126.615,-27.355,False,False,,
,126.624,31.421,0.209,0.672,True,,False,126.624,31.421,False,False,,
,129.356,14.982999999999999,0.2793,10.0572,True,,False,129.356,14.982999999999999,False,False,,
,129.543,25.101,0.0286,0.3297,True,,False,129.543,25.101,False,False,,
,129.63,19.805,0.12300000000000001,0.9029,True,,False,129.63,19.805,False,False,,
,130.13,5.733,0.2651,3.4434,True,,False,130.13,5.733,False,False,130.12508621531765,5.723963453509217
,130.281,64.378,0.34299999999999997,2.0097,True,,False,130.281,64.378,False,False,,
,130.431,70.781,0.235,0.6667,True,,False,130.431,70.781,False,False,,
,130.72,50.388000000000005,0.423,1.038,True,,False,130.72,50.388000000000005,False,False,,
,130.747,29.476,0.19399999999999998,3.989,True,,False,130.747,29.476,False,False,,
,131.236,42.982,0.0541,0.4696,True,,False,131.236,42.982,False,False,,
,131.797,34.821,0.56,1.9683,True,,False,131.797,34.821,False,False,,
,132.19799999999998,44.93899999999999,0.574,0.958,True,,False,132.19799999999998,44.93899999999999,False,False,,
,132.235,44.871,1.261,1.3868,True,,False,132.235,44.871,False,False,,
,132.298,37.523,0.24,0.9165,True,,False,132.298,37.523,False,False,,
,132.991,11.995,0.115,0.3899,True,,False,132.991,11.995,False,False,,
,133.137,16.302,0.098,0.5581,True,,False,133.137,16.302,False,False,,
,133.306,57.996,0.475,2.2169,True,,False,133.306,57.996,False,False,,
,134.036,37.948,0.4107,6.1886,True,,False,134.036,37.948,False,False,,
,134.60399999999998,13.954,0.488,1.202,True,,False,134.60399999999998,13.954,False,False,,
,135.02,39.34,0.0951,0.5176,True,,False,135.02,39.34,False,False,,
,135.158,20.916,0.2347,5.2335,True,,False,135.158,20.916,False,False,,
,135.298,62.656000000000006,0.09,1.1485,True,,False,135.298,62.656000000000006,False,False,,
,136.614,10.345,0.1328,2.2885,True,,False,136.614,10.345,False,False,136.60692361899672,10.35690019178598
,136.825,33.501999999999995,0.483,0.9595,True,,False,136.825,33.501999999999995,False,False,,
,136.843,16.657,0.073,0.9754,True,,False,136.843,16.657,False,False,,
,136.96200000000002,49.607,0.0352,0.3965,True,,False,136.96200000000002,49.607,False,False,,
,137.567,60.205,0.18100000000000002,0.6527,True,,False,137.567,60.205,False,False,,
,137.651,-10.581,0.0916,1.9936,True,,False,137.651,-10.581,False,False,,
,137.665,42.81100000000001,0.5760000000000001,1.6177,True,,False,137.665,42.81100000000001,False,False,,
,138.124,15.943,0.0851,2.2769,True,,False,138.124,15.943,False,False,,
,138.259,47.706,0.051,0.8739,True,,False,138.259,47.706,False,False,,
,139.029,17.602,0.0292,0.3303,True,,False,139.029,17.602,False,False,,
,139.52700000000002,-12.093,0.0539,3.6243,True,,False,139.52700000000002,-12.093,False,False,,
,139.955,33.76,0.023,0.2579,True,,False,139.955,33.76,False,False,,
,140.002,1.04,0.0175,0.1344,True,,False,140.002,1.04,False,False,,
,140.094,73.837,0.133,1.5416,True,,False,140.094,73.837,False,False,,
,140.286,45.644,0.1745,2.1881,True,,False,140.286,45.644,False,False,,
,140.305,45.479,0.315,1.6480000000000001,True,,False,140.305,45.479,False,False,,
,140.783,22.298000000000002,0.0316,0.2684,True,,False,140.783,22.298000000000002,False,False,,
,141.65200000000002,12.716,0.489,2.0531,True,,False,141.65200000000002,12.716,False,False,141.65156334210388,12.723479845815108
,141.67,17.69,0.11699999999999999,1.8733,True,,False,141.67,17.69,False,False,,
,141.795,53.45,0.2052,3.6924,True,,False,141.795,53.45,False,False,,
,142.02100000000002,74.783,0.124,1.7372,True,,False,142.02100000000002,74.783,False,False,,
,142.157,37.799,0.2472,3.1464,True,,False,142.157,37.799,False,False,,
,143.35399999999998,34.052,0.0269,0.2056,True,,False,143.35399999999998,34.052,False,False,,
,143.87,7.492000000000001,0.261,3.1897,True,,False,143.87,7.492000000000001,False,False,,
,144.276,61.283,0.204,0.54,True,,False,144.276,61.283,False,False,,
,144.499,-20.346,0.0344,0.49,True,,False,144.499,-20.346,False,False,,
,144.567,75.887,0.1503,1.4196,True,,False,144.567,75.887,False,False,,
,145.252,38.719,0.287,0.6885,True,,False,145.252,38.719,False,False,,
,145.561,15.387,0.1664,2.8846,True,,False,145.561,15.387,False,False,145.5543880439318,15.383333333333272
,145.588,81.186,0.545,2.6505,True,,False,145.588,81.186,False,False,,
,145.779,46.998000000000005,0.4069,3.9698,True,,False,145.779,46.998000000000005,False,False,,
,145.85399999999998,-76.332,0.19899999999999998,4.5079,True,,False,145.85399999999998,-76.332,False,False,,
,145.885,16.667,0.256,1.2867,True,,False,145.885,16.667,False,False,,
,145.938,16.737000000000002,0.18,0.8198,True,,False,145.938,16.737000000000002,False,False,,
,146.007,64.41199999999999,0.12,1.6389,True,,False,146.007,64.41199999999999,False,False,,
,146.043,-21.278000000000002,0.0077,0.0725,True,,False,146.043,-21.278000000000002,False,False,,
,146.15200000000002,-26.566,0.1421,3.6917,True,,False,146.15200000000002,-26.566,False,False,,
,146.637,-14.164000000000001,0.23,0.5083,True,,False,146.637,-14.164000000000001,False,False,,
,146.941,7.688,0.625,2.2845,True,,False,146.941,7.688,False,False,146.9443906379098,7.686120414023166
,146.99,7.507000000000001,0.128,0.3038,True,,False,146.99,7.507000000000001,False,False,,
,147.164,-83.465,0.1982,3.4323,True,,False,147.164,-83.465,False,False,,
,147.532,70.566,0.21,1.2477,True,,False,147.532,70.566,False,False,,
,147.946,-1.476,0.568,1.4614,True,,False,147.946,-1.476,False,False,,
,148.30100000000002,-15.981,0.0302,0.4177,True,,False,148.30100000000002,-15.981,False,False,,
,148.4,70.908,0.185,2.0027,True,,False,148.4,70.908,False,False,,
,148.436,69.791,0.214,0.8494,True,,False,148.436,69.791,False,False,,
,149.012,41.119,0.5870000000000001,2.307,True,,False,149.012,41.119,False,False,,
,149.11,-10.07,0.1634,5.2302,True,,False,149.11,-10.07,False,False,,
,149.472,65.575,0.53,1.6192,True,,False,149.472,65.575,False,False,,
,149.507,-26.838,0.145,1.9096,True,,False,149.507,-26.838,False,False,,
,149.543,23.781999999999996,0.1471,1.974,True,,False,149.543,23.781999999999996,False,False,,
,149.554,55.268,0.214,1.6286,True,,False,149.554,55.268,False,False,,
,149.58,47.038000000000004,0.39,2.2502,True,,False,149.58,47.038000000000004,False,False,,
,149.939,22.393,0.244,3.0604,True,,False,149.939,22.393,False,False,,
,150.127,44.153999999999996,0.154,2.5495,True,,False,150.127,44.153999999999996,False,False,,
,150.532,68.98,0.5,2.3024,True,,False,150.532,68.98,False,False,,
,150.661,32.7,0.0499,0.9440000000000001,True,,False,150.661,32.7,False,False,,
,150.668,-8.146,0.524,1.5235,True,,False,150.668,-8.146,False,False,,
,150.767,32.908,0.4161,4.2551,True,,False,150.767,32.908,False,False,,
,150.77700000000002,-19.43,0.243,1.3539,True,,False,150.77700000000002,-19.43,False,False,,
,151.665,25.91,0.1162,2.106,True,,False,151.665,25.91,False,False,,
,151.72299999999998,12.392999999999999,0.166,1.2028,True,,False,151.72299999999998,12.392999999999999,False,False,,
,151.785,-20.524,0.105,0.3427,True,,False,151.785,-20.524,False,False,,
,151.954,0.517,0.096,1.0893,True,,False,151.954,0.517,False,False,,
,152.19899999999998,53.701,0.872,2.0401,True,,False,152.19899999999998,53.701,False,False,,
,152.566,54.503,0.045,0.1548,True,,False,152.566,54.503,False,False,,
,152.567,54.488,0.047,0.405,True,,False,152.567,54.488,False,False,,
,152.743,55.963,0.171,0.3491,True,,False,152.743,55.963,False,False,,
,152.751,53.968,0.37200000000000005,1.1079,True,,False,152.751,53.968,False,False,,
,152.77100000000002,53.658,0.32899999999999996,0.6786,True,,False,152.77100000000002,53.658,False,False,,
,152.846,53.563,0.39,0.9237,True,,False,152.846,53.563,False,False,,
,152.856,54.835,0.294,1.374,True,,False,152.856,54.835,False,False,,
,153.366,-1.6119999999999999,0.276,1.3867,True,,False,153.366,-1.6119999999999999,False,False,,
,153.404,49.551,0.133,0.8937,True,,False,153.404,49.551,False,False,,
,153.437,-0.10800000000000001,0.0927,1.5413,True,,False,153.437,-0.10800000000000001,False,False,,
,153.785,49.526,0.38299999999999995,1.2769,True,,False,153.785,49.526,False,False,,
,154.15,24.808000000000003,0.0811,1.1353,True,,False,154.15,24.808000000000003,False,False,,
,154.504,21.91,0.24,1.2055,True,,False,154.504,21.91,False,False,,
,154.905,39.342,0.373,0.8982,True,,False,154.905,39.342,False,False,,
,155.066,39.229,0.1463,0.4088,True,,False,155.066,39.229,False,False,,
,155.12,-6.52,0.054000000000000006,0.8481,True,,False,155.12,-6.52,False,False,,
,155.127,39.38,0.14300000000000002,0.3323,True,,False,155.127,39.38,False,False,,
,155.189,38.524,0.053,0.3232,True,,False,155.189,38.524,False,False,,
,155.247,51.549,0.5019,1.16,True,,False,155.247,51.549,False,False,,
,155.52,38.512,0.0491,0.7013,True,,False,155.52,38.512,False,False,,
,155.775,41.413000000000004,0.23199999999999998,0.6427,True,,False,155.775,41.413000000000004,False,False,,
,156.08,68.082,0.201,1.6292,True,,False,156.08,68.082,False,False,,
,156.274,47.836999999999996,0.052000000000000005,0.4213,True,,False,156.274,47.836999999999996,False,False,,
,156.483,12.685,0.1434,3.4836,True,,False,156.483,12.685,False,False,156.4904808458189,12.683597965315535
,156.795,39.135,0.33799999999999997,2.5996,True,,False,156.795,39.135,False,False,,
,156.999,-6.796,0.1176,1.9936,True,,False,156.999,-6.796,False,False,,
,157.088,3.7689999999999997,0.073,0.9041,True,,False,157.088,3.7689999999999997,False,False,,
,158.062,40.265,0.079,1.7119,True,,False,158.062,40.265,False,False,,
,158.466,57.053000000000004,0.0463,0.128,True,,False,158.466,57.053000000000004,False,False,,
,158.747,30.694000000000003,0.1407,2.8267,True,,False,158.747,30.694000000000003,False,False,,
,159.047,57.225,0.203,0.8825,True,,False,159.047,57.225,False,False,,
,159.174,-27.524,0.0126,0.9944,True,,False,159.174,-27.524,False,False,,
,159.50799999999998,41.777,0.125,0.6214,True,,False,159.50799999999998,41.777,False,False,,
,159.866,5.18,0.07,1.5924,True,,False,159.866,5.18,False,False,,
,159.88,39.794000000000004,0.0926,0.3522,True,,False,159.88,39.794000000000004,False,False,,
,160.187,-70.797,0.061,1.7603,True,,False,160.187,-70.797,False,False,,
,160.392,-11.389000000000001,0.0839,1.3071,True,,False,160.392,-11.389000000000001,False,False,,
,160.601,-0.138,0.139,0.8101,True,,False,160.601,-0.138,False,False,,
,161.885,15.232999999999999,0.2108,2.7446,True,,False,161.885,15.232999999999999,False,False,,
,162.003,-11.402999999999999,0.065,0.22399999999999998,True,,False,162.003,-11.402999999999999,False,False,,
,162.19,22.24,0.045,0.4046,True,,False,162.19,22.24,False,False,,
,162.261,54.4,0.251,0.7337,True,,False,162.261,54.4,False,False,,
,162.437,33.144,0.23,0.6619,True,,False,162.437,33.144,False,False,,
,162.606,-12.845999999999998,0.0155,0.4109,True,,False,162.606,-12.845999999999998,False,False,,
,162.648,-2.6,0.1651,3.1422,True,,False,162.648,-2.6,False,False,162.65664054464636,-2.6050150202330684
,162.651,-24.096,0.2037,3.926,True,,False,162.651,-24.096,False,False,,
,163.327,57.346000000000004,0.34,0.4874,True,,False,163.327,57.346000000000004,False,False,,
,163.433,54.872,0.0704,1.1937,True,,False,163.433,54.872,False,False,,
,163.434,49.498999999999995,0.14,2.5785,True,,False,163.434,49.498999999999995,False,False,,
,163.451,16.84,0.0852,1.5577,True,,False,163.451,16.84,False,False,163.46654773963232,16.844128955359853
,164.053,49.553000000000004,0.19899999999999998,0.6924,True,,False,164.053,49.553000000000004,False,False,,
,164.248,-3.625,0.8309,3.3929,True,,False,164.248,-3.625,False,False,164.24596792380783,-3.6281148541436137
,164.43200000000002,37.635,0.0353,0.261,True,,False,164.43200000000002,37.635,False,False,,
,164.543,1.587,0.0398,0.4388,True,,False,164.543,1.587,False,False,,
,164.553,1.6159999999999999,0.0385,0.3823,True,,False,164.553,1.6159999999999999,False,False,,
,164.71,62.398,0.37,1.1097,True,,False,164.71,62.398,False,False,,
,164.997,64.352,0.192,0.5526,True,,False,164.997,64.352,False,False,,
,165.204,10.56,0.0353,0.6129,True,,False,165.204,10.56,False,False,,
,165.905,35.922,0.775,1.8473,True,,False,165.905,35.922,False,False,,
,166.125,36.006,0.49700000000000005,1.2487,True,,False,166.125,36.006,False,False,,
,166.829,-23.002,0.0639,1.153,True,,False,166.829,-23.002,False,False,,
,167.328,41.562,0.0763,1.455,True,,False,167.328,41.562,False,False,,
,167.429,21.761999999999997,0.0319,0.4615,True,,False,167.429,21.761999999999997,False,False,,
,167.519,-29.951999999999998,0.2,0.8158,True,,False,167.519,-29.951999999999998,False,False,,
,167.695,28.706,0.0314,0.5978,True,,False,167.695,28.706,False,False,,
,168.274,-26.26,0.725,1.8657,True,,False,168.274,-26.26,False,False,,
,168.33599999999998,2.532,0.078,2.0432,True,,False,168.33599999999998,2.532,False,False,,
,168.452,40.289,0.0795,0.5633,True,,False,168.452,40.289,False,False,,
,168.59900000000002,58.39,0.2065,3.7085,True,,False,168.59900000000002,58.39,False,False,,
,168.887,54.435,0.0691,1.0484,True,,False,168.887,54.435,False,False,,
,169.014,24.688000000000002,0.1021,1.2838,True,,False,169.014,24.688000000000002,False,False,,
,169.22799999999998,18.055999999999997,0.0032,0.0118,True,,False,169.22799999999998,18.055999999999997,False,False,,
,169.3,17.74,0.305,1.068,True,,False,169.3,17.74,False,False,169.37844073638112,17.743631185427212
,169.359,7.726,0.47700000000000004,1.1452,True,,False,169.359,7.726,False,False,,
,169.375,17.746,0.547,2.0778,True,,False,169.375,17.746,False,False,169.37844073638112,17.743631185427212
,169.375,7.777,0.155,0.4062,True,,False,169.375,7.777,False,False,,
,169.864,21.115,0.174,0.5223,True,,False,169.864,21.115,False,False,,
,169.93099999999998,21.445999999999998,0.061,0.1062,True,,False,169.93099999999998,21.445999999999998,False,False,,
,170.032,43.302,0.6,3.3968,True,,False,170.032,43.302,False,False,,
,170.243,23.443,0.562,2.6529,True,,False,170.243,23.443,False,False,,
,170.398,48.063,0.11199999999999999,1.7522,True,,False,170.398,48.063,False,False,,
,170.56,67.21300000000001,0.055999999999999994,0.4388,True,,False,170.56,67.21300000000001,False,False,,
,170.585,24.316999999999997,0.0258,0.251,True,,False,170.585,24.316999999999997,False,False,,
,170.707,1.1079999999999999,0.07200000000000001,0.8690000000000001,True,,False,170.707,1.1079999999999999,False,False,,
,170.708,34.123000000000005,0.043,0.3886,True,,False,170.708,34.123000000000005,False,False,,
,170.794,14.161,0.34,1.5148,True,,False,170.794,14.161,False,False,,
,171.016,-17.003,0.40700000000000003,1.3673,True,,False,171.016,-17.003,False,False,,
,171.15200000000002,41.931999999999995,0.195,1.3125,True,,False,171.15200000000002,41.931999999999995,False,False,,
,171.196,38.995,0.3014,0.816,True,,False,171.196,38.995,False,False,,
,171.34599999999998,38.902,0.5477,1.2653,True,,False,171.34599999999998,38.902,False,False,,
,171.748,17.115,0.127,2.419,True,,False,171.748,17.115,False,False,171.75282414172622,17.125127244985098
,171.93900000000002,43.163000000000004,0.344,1.5399,True,,False,171.93900000000002,43.163000000000004,False,False,,
,172.005,75.49,0.165,2.1865,True,,False,172.005,75.49,False,False,,
,172.226,42.867,0.41100000000000003,1.7586,True,,False,172.226,42.867,False,False,,
,172.507,36.63,0.06,0.8069,True,,False,172.507,36.63,False,False,,
,172.52,20.477,0.129,2.454,True,,False,172.52,20.477,False,False,,
,172.581,-14.583,0.1068,3.4062,True,,False,172.581,-14.583,False,False,,
,172.843,33.582,0.2212,3.1308,True,,False,172.843,33.582,False,False,,
,173.082,55.979,0.0527,0.9561,True,,False,173.082,55.979,False,False,,
,173.488,75.116,0.122,1.4512,True,,False,173.488,75.116,False,False,,
,173.55900000000003,59.876000000000005,0.29,0.835,True,,False,173.55900000000003,59.876000000000005,False,False,,
,173.71,49.058,0.0341,0.4608,True,,False,173.71,49.058,False,False,,
,173.822,-13.519,0.0722,1.2622,True,,False,173.822,-13.519,False,False,,
,173.977,21.518,0.133,0.5182,True,,False,173.977,21.518,False,False,,
,174.68,3.259,0.127,0.4596,True,,False,174.68,3.259,False,False,,
,174.864,-33.454,0.1076,2.142,True,,False,174.864,-33.454,False,False,,
,175.09900000000002,66.139,0.7843,2.2159,True,,False,175.09900000000002,66.139,False,False,,
,175.30599999999998,10.741,0.109,1.3779,True,,False,175.30599999999998,10.741,False,False,,
,175.519,21.75,0.131,0.895,True,,False,175.519,21.75,False,False,,
,175.52599999999998,10.148,0.11900000000000001,0.8099,True,,False,175.52599999999998,10.148,False,False,,
,175.56900000000002,10.450999999999999,0.11699999999999999,0.6392,True,,False,175.56900000000002,10.450999999999999,False,False,,
,175.66400000000002,10.472999999999999,0.188,0.4192,True,,False,175.66400000000002,10.472999999999999,False,False,,
,175.87599999999998,46.38399999999999,0.1167,3.5238,True,,False,175.87599999999998,46.38399999999999,False,False,,
,176.15200000000002,19.759,0.0214,2.1398,True,,False,176.15200000000002,19.759,False,False,,
,176.168,67.41,0.1159,2.4747,True,,False,176.168,67.41,False,False,,
,176.34400000000002,15.495,0.067,1.0933,True,,False,176.34400000000002,15.495,False,False,,
,176.612,28.905,0.149,0.9477,True,,False,176.612,28.905,False,False,,
,176.83599999999998,55.743,0.051,0.7138,True,,False,176.83599999999998,55.743,False,False,,
,177.46900000000002,10.776,0.303,1.9951,True,,False,177.46900000000002,10.776,False,False,177.4735400213588,10.781426139115384
,177.90900000000002,-16.320999999999998,0.0722,1.5451,True,,False,177.90900000000002,-16.320999999999998,False,False,,
,177.918,81.077,0.29,0.5185,True,,False,177.918,81.077,False,False,,
,178.149,37.546,0.23,1.4603,True,,False,178.149,37.546,False,False,,
,179.19400000000002,42.635,0.174,1.4338,True,,False,179.19400000000002,42.635,False,False,,
,179.24099999999999,24.258000000000003,0.1392,2.3746,True,,False,179.24099999999999,24.258000000000003,False,False,,
,179.37,5.063,0.077,1.3263,True,,False,179.37,5.063,False,False,,
,179.549,55.361999999999995,0.135,0.2437,True,,False,179.549,55.361999999999995,False,False,,
,179.963,55.532,0.0808,0.67,True,,False,179.963,55.532,False,False,,
,180.01,11.404000000000002,0.207,1.9944,True,,False,180.01,11.404000000000002,False,False,,
,180.032,68.152,0.265,1.754,True,,False,180.032,68.152,False,False,,
,180.206,-3.458,0.396,1.7854,True,,False,180.206,-3.458,False,False,180.21659271943193,-3.468389094034232
,180.264,-46.391000000000005,0.11800000000000001,2.135,True,,False,180.264,-46.391000000000005,False,False,,
,180.27,12.159,0.304,2.365,True,,False,180.27,12.159,False,False,180.26552323772202,12.151108704574414
,180.55700000000002,57.865,0.677,2.4828,True,,False,180.55700000000002,57.865,False,False,,
,180.762,28.604,0.1341,1.9879,True,,False,180.762,28.604,False,False,,
,181.013,28.123,0.1631,1.7549,True,,False,181.013,28.123,False,False,,
,181.048,20.348,0.0252,0.3186,True,,False,181.048,20.348,False,False,,
,181.095,-3.8489999999999998,0.261,0.748,True,,False,181.095,-3.8489999999999998,False,False,,
,181.105,1.901,0.0199,0.6772,True,,False,181.105,1.901,False,False,,
,181.24,22.616999999999997,0.2519,1.8572,True,,False,181.24,22.616999999999997,False,False,,
,181.262,-3.542,0.368,0.6514,True,,False,181.262,-3.542,False,False,,
,181.30200000000002,39.349000000000004,0.0381,1.0322,True,,False,181.30200000000002,39.349000000000004,False,False,,
,181.387,44.318999999999996,0.3384,0.8378,True,,False,181.387,44.318999999999996,False,False,,
,181.46599999999998,44.486999999999995,0.5921,1.6324,True,,False,181.46599999999998,44.486999999999995,False,False,,
,181.528,44.325,0.2946,0.7038,True,,False,181.528,44.325,False,False,,
,181.61700000000002,22.253,0.0656,0.6237,True,,False,181.61700000000002,22.253,False,False,,
,181.64,-7.74,0.068,0.7588,True,,False,181.64,-7.74,False,False,,
,181.65599999999998,28.184,0.0283,0.4179,True,,False,181.65599999999998,28.184,False,False,,
,182.075,-29.633000000000003,0.171,1.2452,True,,False,182.075,-29.633000000000003,False,False,,
,182.578,5.385,0.0748,1.6159999999999999,True,,False,182.578,5.385,False,False,,
,182.68400000000003,-46.738,0.032,0.7549,True,,False,182.68400000000003,-46.738,False,False,,
,182.75799999999998,35.332,0.138,1.8147,True,,False,182.75799999999998,35.332,False,False,,
