Name,RA,DEC,z,M500,MCXC,RedMAPPer,PSZ2(z),MCXCRA,MCXCDEC,matched,ACT,ACTRA,ACTDEC
PSZ2 G042.19+63.00,223.3831236,28.121746899999998,0.256841,4.272891,False,RMJ145332.1+280358.0,True,,,,False,,
PSZ2 G042.32+17.48,271.06985330000003,15.997300199999998,0.45799999999999996,7.0290550000000005,False,                    ,True,,,,False,,
PSZ2 G042.53+35.20,253.6242588,22.5908722,0.1811,3.430715,False,                    ,True,,,,False,,
PSZ2 G042.81+56.61,230.61707059999998,27.69472,0.0723,4.081119999999999,True,RMJ152224.0+274251.7,True,230.611,27.709,,False,,
PSZ2 G042.81-82.97,5.1724744000000005,-25.7138057,0.141,4.259752,True,                    ,True,5.178999999999999,-25.71,,True,5.174886281344052,-25.717301650840568
PSZ2 G044.07-59.30,341.1382436,-17.716886,0.1325,3.033627,True,                    ,True,341.145,-17.739,,False,,
PSZ2 G044.20+48.66,239.600471,27.212253399999998,0.0894,8.771307,True,RMJ155820.0+271400.3,True,239.58599999999998,27.226999999999997,,False,,
PSZ2 G044.46-65.42,347.17389160000016,-19.918404100000004,0.0829,2.5693099999999998,False,                    ,True,,,,False,,
PSZ2 G044.58-20.46,306.2812057,0.5188419,0.2746,5.65164,False,                    ,True,,,,True,306.3024602332529,0.5237070525088998
PSZ2 G044.77-51.30,333.7654656,-13.9876674,0.5027,8.359282,True,                    ,True,333.73900000000003,-14.003,,True,333.74266130392965,-13.998213598647899
PSZ2 G045.04+30.38,259.3115246,23.0598388,0.1603,3.2388369999999997,False,                    ,True,,,,True,,
PSZ2 G045.10-43.18,326.4720468999999,-10.0924216,0.0808,2.8047400000000002,True,                    ,True,326.478,-10.104,,True,326.47921482755197,-10.104223763012588
PSZ2 G045.13+67.78,217.99583900000002,29.5566539,0.2191,4.825367,False,RMJ143201.0+293253.3,True,,,,False,,
PSZ2 G045.32-38.46,322.3544372,-7.7089217,0.594,7.6505100000000015,True,RMJ212926.1-074127.9,True,322.358,-7.692,,True,322.35206616166334,-7.693748929652822
PSZ2 G045.50-37.21,321.31990989999997,-6.9781362000000025,0.1153,2.807489,True,RMJ212510.4-065748.8,True,321.302,-6.965,,False,,
PSZ2 G045.51+16.26,273.53487110000003,18.2928421,0.24,4.112292,False,                    ,True,,,,False,,
PSZ2 G045.87+57.70,229.58737230000003,29.469574800000004,0.611,7.029533,False,RMJ151820.6+292740.2,True,,,,True,,
PSZ2 G046.10+27.18,262.9273037,22.8751267,0.389,8.269269,True,                    ,True,262.913,22.864,,False,,
PSZ2 G046.13+30.72,259.2810682,24.064567899999997,0.569,6.39454,False,RMJ171705.5+240423.6,True,,,,False,,
PSZ2 G046.26-70.47,352.44707,-21.169897,0.1431,3.017671,False,                    ,True,,,,True,,
PSZ2 G046.47-49.44,332.5693139,-12.1777218,0.0846,4.38968,True,                    ,True,332.582,-12.175999999999998,,True,332.58636096368207,-12.163848082466625
PSZ2 G046.88+56.48,231.04689280000002,29.912874699999996,0.1145,5.30745,True,RMJ152407.4+295320.3,True,231.041,29.921,,False,,
PSZ2 G047.48+37.37,252.57869730000002,27.035119399999996,0.24,4.194511,False,                    ,True,,,,False,,
PSZ2 G047.71-59.47,342.12059589999996,-16.1084427,0.2472,4.610344,True,                    ,True,342.13699999999994,-16.105999999999998,,True,342.12879778321167,-16.104720982771152
PSZ2 G047.73-60.15,342.75836539999995,-16.4001504,0.1221,3.364438,True,                    ,True,342.75300000000004,-16.407,,True,342.73360170162783,-16.40733924118486
PSZ2 G048.08-46.63,330.5730593,-9.8894681,0.0809,2.110695,True,                    ,True,330.524,-9.825,,False,,
PSZ2 G048.09+27.18,263.5648682,24.544346899999997,0.7360800000000001,6.1348519999999995,False,                    ,True,,,,True,,
PSZ2 G048.10+57.16,230.31608619999997,30.6278283,0.0777,3.589891,True,RMJ152120.6+304015.4,True,230.321,30.64,,True,,
PSZ2 G048.21-65.00,347.43972510000015,-18.3100163,0.42,5.59969,False,                    ,True,,,,True,347.459352776535,-18.32604045406105
PSZ2 G048.24-51.59,335.0523387,-12.1975324,0.544,7.3308880000000025,False,                    ,True,,,,True,335.07181168880686,-12.18838648681482
PSZ2 G048.75+53.18,234.96694,30.6959593,0.098,2.5281860000000003,True,RMJ153950.8+304304.0,True,234.953,30.717,,False,,
PSZ2 G048.91-25.55,312.6791239,1.3960003,0.3334,5.441668,True,                    ,True,312.69,1.389,,True,312.68380325533195,1.3781495747636388
PSZ2 G049.09+25.23,265.9154753,24.740320399999998,0.141,3.6821839999999995,False,                    ,True,,,,False,,
PSZ2 G049.18+65.05,221.11935840000004,31.233363,0.23399999999999999,4.729747,True,RMJ144431.8+311336.0,True,221.09400000000002,31.235,,False,,
PSZ2 G049.22+30.87,260.0217248,26.6315826,0.1644,5.904146,True,RMJ172003.3+263839.8,True,260.039,26.627,,False,,
PSZ2 G049.32+44.37,245.1403524,29.894136600000003,0.0972,3.671208,True,RMJ162031.1+295327.7,True,245.132,29.895,,False,,
PSZ2 G049.69-49.46,333.6176062,-10.3524379,0.098,3.6317489999999997,True,                    ,True,333.63599999999997,-10.372,,True,333.62926028107705,-10.36875623793691
PSZ2 G049.80-25.16,312.7712805,2.2844662000000002,0.3211,6.392646,True,                    ,True,312.781,2.2680000000000002,,True,312.79115575124814,2.2647369762355782
PSZ2 G050.06-27.32,314.7312174,1.3563281,0.33399999999999996,6.5977960000000015,False,                    ,True,,,,True,314.7298117511615,1.3816860310191366
PSZ2 G050.40+31.17,260.03231830000004,27.688184600000003,0.16399999999999998,4.331068,True,RMJ172009.6+274008.1,True,260.03700000000003,27.67,,True,,
PSZ2 G050.46+67.54,218.16803219999997,31.5878716,0.1313,2.923395,True,RMJ143242.6+313407.1,True,218.12,31.633000000000003,,False,,
PSZ2 G052.35-31.98,319.7375192,0.5438782,0.264975,4.588255,False,RMJ211849.1+003337.2,True,,,,True,,
PSZ2 G053.44-36.25,323.79915869999996,-1.0448464,0.33,7.453945,False,RMJ213512.2-010255.8,True,,,,True,323.7966712343416,-1.0503504839670854
PSZ2 G053.53+59.52,227.5546126,33.4914783,0.113,5.850329,True,RMJ151011.7+332911.3,True,227.549,33.515,,False,,
PSZ2 G053.55-29.85,318.5153992,2.5707132,0.0494,1.7961740000000002,True,RMJ211356.0+023348.1,True,318.474,2.556,,False,,
PSZ2 G053.63-41.84,328.5449167,-4.0019404000000005,0.1509,3.257652,True,RMJ215413.1-035953.2,True,328.55,-4.005,,False,,
PSZ2 G053.64-34.48,322.410144,0.07330360000000001,0.2347,4.338451999999998,True,RMJ212940.0+000521.2,True,322.41900000000004,0.09699999999999999,,True,322.417393882165,0.08885382546109225
PSZ2 G053.88-64.60,348.2366745,-15.9875186,0.262,4.972126,False,                    ,True,,,,True,348.2315754976563,-16.008764223440927
PSZ2 G053.99-45.06,331.3918513000001,-5.5580595,0.0582,1.783753,True,RMJ220535.5-053209.7,True,331.41900000000004,-5.593,,False,,
PSZ2 G054.85+54.30,233.8283054,34.3446164,0.2347,4.385536,False,RMJ153519.5+342128.7,True,,,,False,,
PSZ2 G054.95-33.39,322.11802830000005,1.5874348999999999,0.392,7.323019,False,RMJ212826.3+013603.1,True,,,,True,322.1050086658836,1.6009458776248373
PSZ2 G054.99+53.41,234.90178430000003,34.4313456,0.22899999999999998,5.727958999999999,True,RMJ153940.5+342527.3,True,234.93400000000003,34.416,,False,,
PSZ2 G055.59+31.85,260.6149937,32.135407300000004,0.22399999999999998,7.7785199999999985,True,RMJ172227.2+320757.2,True,260.613,32.134,,False,,
PSZ2 G055.80+32.90,259.462356,32.5608433,0.1054,2.578606,True,RMJ171755.7+323437.6,True,259.473,32.586,,False,,
PSZ2 G055.95-34.89,323.82599839999995,1.4104545,0.231,6.7316949999999975,True,RMJ213518.8+012527.0,True,323.822,1.432,,True,323.81357657975906,1.4191915815424565
PSZ2 G056.14+28.06,265.0747664,31.603019300000003,0.426,5.529974,False,                    ,True,,,,True,,
PSZ2 G056.62+88.42,194.49226069999997,27.7527904,0.045041000000000005,3.295758,False,                    ,True,,,,False,,
PSZ2 G056.77+36.32,255.66630940000002,34.0510722,0.0953,4.379626,True,RMJ170245.5+340340.1,True,255.679,34.062,,False,,
PSZ2 G056.79-11.60,304.74104819999997,15.1262015,0.122,4.006226,False,                    ,True,,,,False,,
PSZ2 G056.93-55.08,340.83409710000006,-9.595095,0.447,9.992374,True,RMJ224319.8-093530.9,True,340.839,-9.595,,True,340.83896132393363,-9.593263545256123
PSZ2 G057.08-74.45,357.7825965,-19.9825014,0.248,4.707928,False,                    ,True,,,,True,357.78472435162513,-19.959064683958964
PSZ2 G057.25-45.34,332.9307646000001,-3.8292288999999995,0.397,10.503954,True,RMJ221145.9-034944.5,True,332.941,-3.8280000000000003,,True,332.94204071235674,-3.826790748500665
PSZ2 G057.61+34.93,257.46716549999996,34.4612867,0.0802,3.731657,True,RMJ170948.6+342728.3,True,257.453,34.441,,False,,
PSZ2 G057.73+51.58,237.141313,36.1033597,0.2382,5.586019,False,RMJ154833.7+360535.7,True,,,,False,,
PSZ2 G057.78+52.32,236.21485589999998,36.12190560000001,0.0654,2.3794459999999997,True,RMJ154459.0+360634.0,True,236.25,36.066,,False,,
PSZ2 G057.80+88.00,194.9117967,27.953678999999998,0.0231,7.165297,True,                    ,True,194.929,27.939,,True,,
PSZ2 G057.92+27.64,266.0678139,32.9986431,0.0757,2.683969,True,                    ,True,266.062,32.99,,True,,
PSZ2 G058.29+18.55,276.3360462,30.4319956,0.065,3.8820019999999995,True,                    ,True,276.345,30.441999999999997,,False,,
PSZ2 G058.81-49.68,337.0708369,-5.5274217000000005,0.52,6.714546,False,                    ,True,,,,False,,
PSZ2 G059.18+32.91,260.202874,35.3248063,0.38299999999999995,5.213302,False,                    ,True,,,,True,,
PSZ2 G059.29+44.49,245.99014920000002,36.972902500000004,0.342746,5.758566,False,RMJ162356.7+370019.0,True,,,,False,,
PSZ2 G059.47+33.06,260.0785949,35.6001976,0.387,6.087978,True,                    ,True,260.069,35.606,,False,,
PSZ2 G059.72-46.21,334.648408,-2.9574109,0.0902,2.2257830000000003,True,RMJ221848.0-025824.9,True,334.705,-2.968,,False,,
PSZ2 G059.81-39.09,329.0382714,1.4209954,0.22399999999999998,4.991002,False,RMJ215608.6+012327.4,True,,,,True,329.0433631726985,1.3864694957085744
PSZ2 G060.00-18.68,312.587397,13.7468719,0.221,4.584714,False,                    ,True,,,,True,,
PSZ2 G060.10+15.59,280.2784059,30.93224660000001,0.19,4.666568,False,                    ,True,,,,False,,
PSZ2 G060.13+11.44,284.6834151,29.2856732,0.22399999999999998,5.528235,False,                    ,True,,,,False,,
PSZ2 G060.16+64.50,221.07374930000003,35.9376364,0.360746,4.999158,False,RMJ144415.9+355713.1,True,,,,True,,
PSZ2 G060.55+27.00,267.5744571,35.0760545,0.1712,3.4804239999999997,True,                    ,True,267.569,35.082,,False,,
PSZ2 G061.47-14.69,310.04518039999994,17.2001385,0.16899999999999998,3.768758,True,                    ,True,310.048,17.214000000000002,,False,,
PSZ2 G061.75+88.11,194.727,28.0230805,0.043605,3.4022629999999996,False,                    ,True,,,,True,,
PSZ2 G062.44-46.43,335.9856665,-1.6169120000000001,0.0906,3.4668400000000004,True,RMJ222356.9-013459.7,True,335.971,-1.6380000000000001,,False,,
PSZ2 G062.46-21.35,316.2128914,14.034705800000001,0.1615,4.334959,True,                    ,True,316.226,14.027999999999999,,True,316.21921650646186,14.02768178989655
PSZ2 G062.94+43.69,247.1564639,39.560224,0.0299,2.8724060000000002,True,RMJ162838.2+393304.5,True,247.158,39.549,,True,,
PSZ2 G063.38+53.44,234.5072691,39.4147313,0.422033,6.2395830000000005,False,RMJ153754.2+392444.8,True,,,,False,,
PSZ2 G063.80+11.42,286.4733475,32.5458878,0.426,6.2084449999999975,False,                    ,True,,,,False,,
PSZ2 G063.91-16.75,313.2397641,17.8935643,0.39299999999999996,5.610311,False,                    ,True,,,,False,,
PSZ2 G064.11-53.72,342.2957577,-5.4467455000000005,0.245236,4.475352,False,RMJ224906.4-052710.7,True,,,,True,342.29685155907464,-5.438508840404973
PSZ2 G065.28+44.53,246.0750676,41.2470229,0.1825,3.8969339999999995,True,RMJ162414.0+411437.6,True,246.05900000000003,41.238,,True,,
PSZ2 G065.32-64.84,351.31886529999997,-12.1252103,0.0852,2.483537,True,                    ,True,351.333,-12.127,,False,,
PSZ2 G065.45+78.10,204.8179927,33.0101594,0.273,4.06576,False,                    ,True,,,,False,,
PSZ2 G065.79+41.80,249.7167852,41.59904570000001,0.336,5.225,False,RMJ163851.8+413737.1,True,,,,False,,
PSZ2 G065.81-83.77,7.150380900000001,-23.6318667,0.11199999999999999,2.8318220000000003,True,                    ,True,7.164,-23.636999999999997,,False,,
PSZ2 G065.89+31.59,263.2231425,40.6418519,0.1329,2.736139,False,                    ,True,,,,False,,
PSZ2 G066.01-23.30,319.8934301999999,15.411181400000002,0.248,4.345807,False,                    ,True,,,,True,319.85519097842905,15.348499178818575
PSZ2 G066.19+12.86,286.06699879999996,35.269661,0.2462,4.436603,False,                    ,True,,,,False,,
PSZ2 G066.26+20.82,276.851052,38.2586811,0.278,4.1344769999999995,False,                    ,True,,,,False,,
PSZ2 G066.41+27.03,269.20189589999995,40.1327287,0.5760000000000001,7.698463,False,                    ,True,,,,False,,
PSZ2 G066.68+68.44,215.43202680000002,37.2821195,0.163008,3.788265,True,RMJ142140.1+371728.7,True,215.423,37.296,,True,,
PSZ2 G067.17+67.46,216.50321409999998,37.8159672,0.1712,7.235889999999999,True,RMJ142556.7+374859.2,True,216.507,37.827,,False,,
PSZ2 G067.36+10.74,289.00954289999993,35.4125686,0.209,6.225169,True,                    ,True,289.027,35.422,,False,,
PSZ2 G067.52+34.75,259.3134121,42.4617716,0.1754,4.537866,True,RMJ171706.8+422517.3,True,259.329,42.443999999999996,,False,,
PSZ2 G067.89-32.29,328.0099381,10.8046178,0.19448,3.842075,False,                    ,True,,,,True,327.9666681357432,10.775081402645831
PSZ2 G068.22+15.18,284.3945165,38.004976899999996,0.0567,2.174992,True,                    ,True,284.415,38.008,,True,,
PSZ2 G068.36+81.81,200.6945938,31.656538399999995,0.3083,6.600488,True,RMJ132248.8+313917.8,True,200.718,31.646,,False,,
PSZ2 G068.49-39.12,333.4279667,6.533125,0.390731,5.383282,False,RMJ221345.3+063210.5,True,,,,True,333.4385522463841,6.528275253221844
PSZ2 G068.61-46.60,338.9268353,1.4494357,0.0594,1.9290439999999998,True,RMJ223540.8+012905.6,True,338.91900000000004,1.472,,False,,
PSZ2 G069.66-79.26,3.6923231,-20.414874899999997,0.317,5.917576,False,                    ,True,,,,True,3.693244085305845,-20.40775872133493
PSZ2 G069.92-18.90,318.8034815,21.030894500000002,0.308,5.5624410000000015,False,                    ,True,,,,False,,
PSZ2 G070.08-31.79,328.9193863,12.5150368,0.192,4.956601999999998,True,                    ,True,328.92,12.534,,True,328.92673746468836,12.518861213423104
PSZ2 G070.89+49.26,239.1790898,44.6532638,0.61,6.460897,False,RMJ155651.7+443748.4,True,,,,False,,
PSZ2 G071.21+28.86,268.0130179,44.6695239,0.366,6.74745,False,                    ,True,,,,True,,
PSZ2 G071.39+59.54,225.3359378,42.346430100000006,0.2917,5.8693589999999976,True,                    ,True,225.347,42.346000000000004,,False,,
