RA,DEC,max_pred,galmask,psmask,CO_mask,mpp_er
352.52209099395895,-34.861011146557104,5.019296,1,1,1,0.27097028819681107
5.39001086788904,20.843815417720002,5.0193010000000005,1,1,1,0.2709703176502334
186.169186212511,54.320905584470786,5.019337999999999,1,1,1,0.2709705356055583
195.631811586457,33.086682535032,5.019492,1,1,1,0.2709714427709647
155.531836774392,58.2392828024111,5.0196819999999995,1,1,1,0.27097256200101155
43.8545472522705,-6.03109406962538,5.01973,1,1,1,0.2709728447538655
168.94808200812,19.65465779785,5.019753,1,1,1,0.27097298023960803
328.00966360115,-75.7427385992885,5.0197709999999995,0,0,1,0.27097308627192823
181.420858634467,5.58509767907215,5.019831,1,1,1,0.2709734397129957
227.885130596536,-33.4961684959682,5.020147,0,1,0,0.27097530116928414
169.591357637364,4.05117390416151,5.020282,1,1,1,0.27097609641168585
8.615824653784879,-82.8105020387317,5.0202860000000005,0,0,0,0.2709761199744237
139.642815148869,45.8057300684495,5.0202870000000015,1,0,1,0.27097612586510816
12.284069623371598,8.86260383971465,5.020332,1,1,1,0.27097639094590875
317.10898917206003,5.69926958981506,5.020403,0,1,1,0.2709768091845052
255.03687526475602,0.73750880169698,5.020413,0,1,0,0.27097686809134974
351.195610785635,7.64491678511437,5.02045,1,1,1,0.2709770860466747
159.546773086418,6.032350333326511,5.020585,1,1,1,0.2709778812890764
172.518439016073,16.0345262640169,5.020615,1,1,1,0.2709780580096101
145.761619087344,20.4846105499403,5.020658,1,1,1,0.27097831130904176
12.955274376982501,-81.7408625872134,5.020713,0,1,1,0.2709786352966869
212.21629708690892,50.0119205388435,5.020759,1,1,1,0.27097890626817195
190.08659241573105,70.20735305954351,5.020761,1,1,1,0.2709789180495409
332.481165603573,25.468351531047503,5.020834,1,1,1,0.27097934806950624
292.97197885262403,-36.42463884599329,5.020869,0,1,0,0.27097955424346226
339.47694687149,-10.5731546788433,5.020885,1,1,1,0.2709796484944136
226.603579404963,-12.7568661018381,5.0209470000000005,0,0,1,0.27098001371684993
220.76493674580502,7.612773205044099,5.021045,1,1,1,0.2709805910039267
48.704784685246715,-57.7933483603797,5.021064,1,0,1,0.2709807029269314
201.974100143301,3.61482575447943,5.021102,1,1,1,0.2709809267729408
319.577006720157,-2.2355124793109598,5.021335,1,1,1,0.2709822993024193
192.53674305623403,58.8483357101922,5.0214669999999995,1,1,1,0.2709830768727676
156.889230990793,33.3349495506987,5.0216769999999995,1,1,1,0.2709843139165037
12.508450429619,18.148700920406398,5.021725,1,1,1,0.2709845966693576
78.97123143881521,-38.0185741601971,5.0217800000000015,1,0,1,0.27098492065700275
152.19886857772102,23.8511000089326,5.021792,1,1,1,0.27098499134521625
6.16813443859542,28.521808336894694,5.02185,1,0,1,0.27098533300491473
8.089806385961321,2.9384864776819404,5.021873,1,1,1,0.27098546849065724
212.385192728705,-23.2898457827813,5.022144,1,1,1,0.27098706486614516
190.80650035558799,14.546193122039499,5.022277,1,1,1,0.270987848327178
68.311404014031,-54.0794522623452,5.02229,1,0,1,0.2709879249060759
76.83888547868321,-12.4399035699091,5.022357,0,0,0,0.27098831958193453
181.898567117979,27.6118984141808,5.022423000000002,1,1,1,0.27098870836710875
41.8246599719331,-4.17657616402922,5.0224470000000005,1,1,1,0.2709888497435357
173.617124028985,39.8338225808926,5.0225870000000015,1,1,1,0.27098967443935973
10.4626813288905,31.548267708221307,5.02308,1,1,1,0.2709925785467971
122.84922720745001,10.1092052928369,5.023139,1,1,1,0.27099292609718006
208.724264617981,25.7167431915013,5.023183,1,1,1,0.2709931852872962
157.036176902048,34.4567834959448,5.023194999999999,1,1,1,0.27099325597550966
13.8581213108663,-19.8018843829291,5.023324,1,1,1,0.2709940158738047
29.86357441545569,33.1938717057906,5.023463,1,1,1,0.2709948346789442
69.3566009661743,-21.923019664446894,5.023473,1,1,1,0.27099489358578877
32.864497194108,-78.0853908034399,5.023574,1,1,1,0.27099548854491895
290.564756574339,-45.2588266022575,5.023594,1,1,1,0.2709956063586081
93.13087811209353,-67.5238018176978,5.0235959999999995,1,1,1,0.270995618139977
103.751980089823,-73.7627378133663,5.023775,0,1,0,0.2709966725724948
289.348489776768,62.0148233022742,5.0238260000000015,1,1,1,0.27099697299740216
51.3092218210619,-78.67434464569371,5.023918,1,0,1,0.2709975149403722
250.02003529552601,57.61775328040901,5.0239709999999995,1,1,1,0.27099782714664844
336.867664609499,18.0279298174683,5.024051999999998,1,1,1,0.2709983042920895
12.3223902867725,-37.595020144589206,5.024163,1,1,1,0.27099895815806424
121.883022112465,66.923809293068,5.0242379999999995,1,1,1,0.27099939995939853
249.942726182633,37.6532448998563,5.024461,1,1,1,0.2710007135820325
246.593020042609,7.43670230487972,5.024587,1,1,1,0.27100145580827406
234.81730704208698,9.94686997120438,5.024664,1,1,1,0.2710019093909773
236.58970535060902,-22.672687235631297,5.024966,0,1,0,0.27100368837768335
154.14491283999598,8.7142508135564,5.025026,1,1,1,0.2710040418187508
247.805721571175,-14.6158161017659,5.0251269999999995,0,0,0,0.27100463677788095
151.312621754798,22.773048668962307,5.02515,1,1,1,0.27100477226362346
212.213238784745,-22.176060468055,5.025245,1,1,1,0.27100533187864695
14.8138490392979,7.161305703806031,5.025251,1,1,1,0.27100536722275365
98.6440685043191,-54.4029639456014,5.025298,0,1,1,0.27100564408492317
46.524421207014,32.3215895498653,5.025487,0,1,0,0.27100675742428554
14.290923252544902,-67.51381076644239,5.0254900000000005,1,1,1,0.2710067750963389
127.80912864873301,7.48839078379337,5.025586,1,1,1,0.27100734060204684
168.59967579092898,5.32088015197679,5.025729,1,1,1,0.2710081829699242
261.775290632998,9.91265309420073,5.0257830000000006,0,1,0,0.2710085010668849
260.79315816937196,72.7864416074638,5.025805999999998,1,1,1,0.2710086365526274
288.989190520704,-46.0422908620242,5.025878,1,1,1,0.27100906068190833
44.7499798270782,-45.0263380828323,5.025942,1,1,1,0.27100943768571356
224.236998949461,-23.862412637764105,5.025989,0,1,0,0.2710097145478831
160.54764838060498,56.672950148392,5.026008999999998,1,1,1,0.2710098323615722
263.439001002721,74.81402277846858,5.026031,1,1,1,0.2710099619566303
89.87507129036341,-84.4050839423736,5.026089,0,0,0,0.2710103036163288
35.198093058386995,32.954257741272805,5.026247,1,1,1,0.27101123434447305
62.7046035808632,10.811921301473301,5.026286,0,0,0,0.27101146408116683
251.58059840518902,-9.954798576964698,5.026301,0,0,0,0.2710115524414337
319.073822278803,-66.2942193087523,5.0263279999999995,1,1,1,0.27101171148991404
207.505184090767,-30.1902022266603,5.026333,1,1,1,0.27101174094333635
166.484132241071,-2.11779250835675,5.02643,1,1,1,0.27101231233972867
347.4248372544011,23.845273566163,5.026579,0,1,0,0.2710131900517128
86.98085535998541,-23.5259146600651,5.026768,1,1,1,0.27101430339107524
325.834609066489,-48.23101403655539,5.026894,1,0,1,0.2710150456173168
342.76638392237703,-45.31413902427651,5.026896,1,1,1,0.27101505739868575
113.19836976601299,35.106250202755696,5.026922,1,0,1,0.27101521055648164
201.024323041092,-10.3525429503366,5.0269330000000005,1,1,1,0.27101527535401065
309.027925824539,-64.1913548808836,5.027035,1,1,1,0.2710158762038253
258.773662156295,18.289433518589,5.027035,1,1,1,0.2710158762038253
45.6184150427141,-7.103798375011902,5.02709,1,1,1,0.27101620019147044
47.336841043399716,-11.586839251061,5.027138,1,1,1,0.2710164829443244
146.26056819218599,10.0649295880203,5.027158,1,1,1,0.27101660075801354
293.717918006255,-46.73130081945301,5.02732,1,1,1,0.2710175550488956
44.8998329302963,88.38722085772699,5.027444999999998,0,0,0,0.2710182913844527
182.26286204513198,57.185705254050504,5.027446,1,1,1,0.2710182972751372
315.791941156171,-20.2982411149876,5.027462,1,1,1,0.27101839152608853
326.328803327594,-20.054781716301,5.027483,1,0,1,0.2710185152304621
260.304222121618,38.1506131509666,5.027491,1,1,1,0.2710185623559378
127.384488816032,6.72026194124132,5.027596,1,1,1,0.2710191808778058
175.644523897102,46.1445360813085,5.027652,1,1,1,0.2710195107561354
26.730237968102607,-9.457223361672073,5.027979,1,1,1,0.2710214370099529
153.073412076066,38.5412080066791,5.028042,1,1,1,0.2710218081230737
106.51775240772498,-64.4831250797553,5.028251,0,1,0,0.27102303927612525
175.209984927435,22.275324543386397,5.028353,1,0,1,0.2710236401259399
204.76530492856998,52.79981627993361,5.028353,1,1,1,0.2710236401259399
301.23669024329496,-38.54209941616229,5.028373,1,1,1,0.271023757939629
310.088503198099,-18.024459530363398,5.028468,1,1,1,0.27102431755465245
43.8628252719763,-58.1854186061913,5.028697,1,1,1,0.27102566652139315
232.126347750029,21.622415288469305,5.028746,1,1,1,0.27102595516493155
253.471569650919,-1.3209879949469499,5.028818,0,1,0,0.27102637929421247
247.72220995061798,64.900079279699,5.028823,1,1,1,0.27102640874763473
25.4801049279109,-5.548042962465509,5.0289449999999984,1,1,1,0.27102712741113855
29.6924466309563,-66.6170897252142,5.02899,1,0,1,0.27102739249193913
319.89749991510797,81.5943707416446,5.029001,0,0,0,0.27102745728946814
228.897688230108,-29.6096188105529,5.029026999999999,0,0,0,0.27102761044726403
282.315948162334,-58.3625929749239,5.02908,1,1,1,0.27102792265354025
202.515211575966,4.91383004136377,5.029111,1,0,1,0.2710281052647584
37.0787741410969,-29.3778046318925,5.029202,1,1,1,0.271028641317044
251.064914018157,38.9939285113421,5.029219,1,1,1,0.27102874145867983
66.59665774508001,-6.86492731049867,5.029287,1,0,1,0.2710291420252229
159.41222297527702,-4.63132819858814,5.029386,1,1,1,0.27102972520298413
78.46625901127271,-41.7175101117706,5.029417,1,1,1,0.27102990781420233
359.875152580063,-15.399834828288801,5.029624,1,1,1,0.27103112718588496
14.9752877500422,-48.9224611861472,5.029671,1,1,1,0.2710314040480545
37.664263099691,33.05663613506611,5.029742,1,1,1,0.2710318222866509
