RA,DEC,p_max,precisionX,s/n,id
249.06301462543183,-63.87446556405413,0.1002027548029076,0.3130139956720877,-1.0,SZ_G324.82-11.03
267.34257888715,-4.470814071193463,0.1002038246951997,0.3130141097952181,-1.0,SZ_G021.69+11.64
245.9292475844221,-58.36461301861335,0.1002098053691895,0.313014747740965,-1.0,SZ_G327.88-06.19
33.14438315917542,56.60503888015658,0.1002145940437913,0.3130152585386779,-1.0,SZ_G133.97-04.52
268.8433118369723,23.28636258067428,0.1002219873480498,0.3130160471666847,-1.0,SZ_G048.63+22.23
223.51508902304107,6.836950907088783,0.1002250421378347,0.3130163730145999,-1.0,SZ_G003.68+54.53
184.2701637006544,14.437705589468612,0.1002429760992527,0.3130182859920388,-1.0,SZ_G268.97+75.00
113.59495865193534,-12.694868161904935,0.1002434752881527,0.3130183392394548,-1.0,SZ_G229.13+03.53
3.578252259855845,-25.10223523620273,0.1002443502657115,0.313018432571446,-1.0,SZ_G044.52-81.43
228.2132696509213,37.35621974798136,0.1002566209062934,0.3130197414545225,-1.0,SZ_G060.92+58.61
140.43764213629606,14.871378373736356,0.1002740231342613,0.3130215977130877,-1.0,SZ_G215.95+39.91
204.8166244879184,15.27544668586422,0.100281162187457,0.3130223592206755,-1.0,SZ_G348.51+73.75
148.80999278809767,-50.667947886393655,0.1002823915332555,0.3130224903523715,-1.0,SZ_G276.75+03.02
268.80350217537074,-10.21779816481497,0.1002824055030942,0.3130224918425045,-1.0,SZ_G017.31+07.58
96.20091042754112,-29.62421072230521,0.100292176939547,0.3130235341408035,-1.0,SZ_G237.46-18.37
168.99416638914957,-14.157691678660612,0.1002943317095438,0.3130237639855262,-1.0,SZ_G270.69+42.66
196.78978063111728,-78.42504874107789,0.1003012675791978,0.3130245038199587,-1.0,SZ_G303.75-15.58
228.7032754904805,16.843361734484898,0.1003034310415387,0.3130247345918752,-1.0,SZ_G023.22+55.35
135.3559065542958,19.075845737312587,0.1003111680038273,0.3130255598771515,-1.0,SZ_G208.67+36.94
11.355104760614871,30.54347345588147,0.1003135764040052,0.3130258167760651,-1.0,SZ_G121.40-32.31
243.98836414965052,-35.859682281081675,0.1003231443464756,0.3130268373680948,-1.0,SZ_G342.88+10.69
143.19021324171,-45.73305121246769,0.1003237562254071,0.3130269026359162,-1.0,SZ_G270.68+04.33
292.3235436134218,-54.18802669712799,0.1003239578567445,0.3130269241435012,-1.0,SZ_G343.34-27.09
111.83833884225672,33.748584525308644,0.100330566521734,0.3130276290757095,-1.0,SZ_G185.01+21.64
317.78146329235886,52.64983460755231,0.1003318641494388,0.3130277674908909,-1.0,SZ_G093.05+03.06
328.6619822264553,2.352407107666766,0.1003372450359165,0.3130283414585824,6.110415,SZ_G060.47-38.23
55.69798250155146,-25.90915079063359,0.100340130738914,0.3130286492703703,-1.0,SZ_G221.13-51.84
33.77414058271694,18.243754968951173,0.1003405451774597,0.3130286934776467,-1.0,SZ_G149.33-40.30
105.88796086493272,47.40790879312679,0.100340848788619,0.3130287258632019,-1.0,SZ_G169.54+21.56
235.6825517197608,-38.89932308346143,0.1003495678305626,0.3130296559048217,-1.0,SZ_G335.79+12.81
176.89696846044285,24.43336777885732,0.1003521285019815,0.313029929046184,-1.0,SZ_G219.99+75.39
196.00560890159755,-1.214049412168911,0.1003533359616994,0.3130300578433385,6.234799,SZ_G309.53+61.50
