RA,DEC,area,min_rad,max_rad,mean_rad,min_pred,max_pred,tRA,tDEC,status,catalog,M500,z,pix2
278.93025847336145,38.17184808869393,4.0,0.485001784565716,2.0492335017184344,1.3584366761792714,0.10087678208947183,0.13129925727844238,,,fp,,,,train_pix
278.72916455143087,38.31679704517893,19.0,1.3782620579138851,3.994175957352596,2.5144989745558077,0.10346899554133417,0.3555131008227666,,,fp,,,,train_pix
280.2031900890102,35.200291129426176,6.0,0.3037213514483077,2.378974855751088,1.5390245704541707,0.11545927822589876,0.20095504696170488,,,fp,,,,train_pix
282.44366579190927,29.119488961231433,2.0,0.491870055157051,1.7960167765013506,1.087333683934687,0.11172271892428398,0.1154159689322114,,,fp,,,,train_pix
283.88520321255436,24.263104063185633,14.0,0.8230334675760604,3.0458813209783937,2.192196331903875,0.1020753413438797,0.34454060941934583,,,fp,,,,train_pix
277.85520584867055,38.099426135581226,3.0,0.4351130573350102,1.844470201017532,1.2544614790360955,0.11233964893552993,0.15494253403610653,,,fp,,,,train_pix
279.4392216592137,34.4549181403838,5.0,0.4193495065618451,2.281972898372821,1.491095958886259,0.10576521764908517,0.13187797686883382,,,fp,,,,train_pix
278.38815503577587,36.296444146040784,4.0,0.2612780138878673,2.34659238100789,1.3116751446601027,0.10481515526771544,0.15483361269746507,,,fp,,,,train_pix
279.3415452892405,34.1940605054046,22.0,1.4953999223180354,3.763149318129108,2.759625093013053,0.1062764296574252,0.6265294674251761,,,fp,,,,train_pix
286.04833999020246,13.167208576654188,10.0,0.6660741121835216,2.9331172211358965,1.9047402111013887,0.11588566927151955,0.5822577283872334,,,fp,,,,train_pix
281.9492980732927,27.203636165811158,18.0,1.293129848794814,3.722482920038789,2.491802319520084,0.10081852786242962,0.3085540519095957,,,fp,,,,train_pix
283.92894435250537,19.907950162725538,1.0,0.0,1.4142135623730951,0.8535533905932737,0.10676187158009044,0.10676187158009044,,,fp,,,,train_pix
278.9221794306606,32.98043252091352,11.0,0.7431383618424198,3.2005327860376576,2.023565597399019,0.10042592091485858,0.2735820808447897,,,fp,,,,train_pix
278.48731633546765,33.88479127913001,30.0,1.2989506868019072,4.922558498696275,3.220487847045185,0.10590233188122512,0.3314487272873521,,,fp,,,,train_pix
281.6041002525704,26.19074293679695,10.0,0.6910254627661507,2.7018329447678293,1.869536340197542,0.10165777197107673,0.20805768435820934,,,fp,,,,train_pix
277.985575186005,34.73290063877917,11.0,1.0037672110406082,2.9271312082537566,2.040053194587096,0.12648829957470298,0.2561191022396088,,,fp,,,,train_pix
279.04113958919487,32.17320494849976,12.0,0.7238553509525961,4.070885097760597,2.1862088132127244,0.10786247346550226,0.1678466978482902,,,fp,,,,train_pix
